label,kind,n_ind,date_bp,date_min,date_max,region,median_coverage,median_snps,median_damage,mean_alpha,note,D_VA,D_VA_se,D_VA_z,D_NEA,D_NEA_se,D_NEA_z,R,R_se,testable,n_snp
NULLrand_EastAsia_Bronze_r2A,null-random,106,4244.5,3001.0,4931.0,EastAsia,1.17933948,289283.0,0.0845,0.022154490566037733,,0.07457912565048833,0.007936270995765807,9.39725038248796,0.03319702769623847,0.0036299523213114207,9.145306813353715,2.246560334645226,0.3540955929364323,True,507219
NULLrand_EastAsia_Bronze_r2B,null-random,106,4129.5,3001.0,4996.0,EastAsia,1.103854495,285823.5,0.0805,0.022585226415094344,,0.0741658982240979,0.007926849049749928,9.356289965738359,0.033459975425228196,0.0037388797817560038,8.949197989327534,2.216555669320014,0.35127699675559687,True,507219
NULLrand_Europe_Bronze_r0A,null-random,716,4030.5,3000.0,4995.0,Europe,1.3536939,296876.0,0.11,0.020462472067039102,,0.07481233611634261,0.006156037283382816,12.152677554160675,0.03185101652811891,0.003864025844007277,8.242961567536279,2.3488209881871844,0.3376785009613522,True,507219
NULLrand_Europe_Bronze_r0B,null-random,716,4052.0,3000.0,4998.0,Europe,1.3151,293199.5,0.107,0.02100512849162011,,0.07523928415341774,0.006119009411322458,12.295990918758337,0.03273535848000411,0.003881420828909192,8.433859641342686,2.2984102709422443,0.3229729179037327,True,507219
NULLrand_Europe_Bronze_r1A,null-random,716,4061.0,3000.0,4992.0,Europe,1.29851934,293680.5,0.1102,0.02069188966480447,,0.07479745800405033,0.006142722311046842,12.176597641331984,0.03212858208252448,0.003824703414355934,8.40028064971799,2.3280659511187856,0.3308823536688766,True,507219
NULLrand_Europe_Bronze_r1B,null-random,716,4025.0,3000.0,4998.0,Europe,1.40031235,296876.0,0.107,0.020775710893854746,,0.07524113475176669,0.006142186399102417,12.24989439636055,0.03246416610048591,0.003920234547913383,8.281179532425059,2.3176672556095785,0.3298298530744966,True,507219
NULLrand_Europe_Bronze_r2A,null-random,716,4031.5,3000.0,4992.0,Europe,1.35525391,292402.0,0.111,0.020915805865921788,,0.07503059277053367,0.00615470918648721,12.19076165861173,0.03263770537020183,0.003889549708065678,8.391126947811388,2.2988930109969212,0.3272408642547559,True,507219
NULLrand_Europe_Bronze_r2B,null-random,716,4050.0,3000.0,4998.0,Europe,1.32704002,298584.0,0.104,0.020551794692737428,,0.07502049979922987,0.006112682023961046,12.272926925555378,0.03195699000860715,0.003853690907695035,8.292566989427085,2.3475458664606457,0.33317783033430926,True,507219
NULLrand_Europe_Iron_Classical_r0A,null-random,823,2194.0,1500.0,2977.0,Europe,1.64701179,328726.0,0.112,0.02083408991494532,,0.07500989393567922,0.00608466917465128,12.327686482639072,0.03157033291872407,0.003830088364045821,8.242716595022761,2.3759614486419167,0.3335615851038457,True,507219
NULLrand_Europe_Iron_Classical_r0B,null-random,823,2151.0,1500.0,2993.0,Europe,1.56086488,330239.0,0.119,0.02049922235722965,,0.07463487032263888,0.006055513765912394,12.32510951304782,0.03142504355449617,0.0037974585873912976,8.275282753269977,2.3750124703314985,0.33662174258189553,True,507219
