replacement,label,fraction,alpha,D_VA_base,D_VA_mixed,realised,predicted,kappa,implied_source_D_VA
altai,CentralAsia_Medieval_Recent,0.2,0.0190756046511627,0.0695164906601158,0.060913076144494566,-0.00860341451562123,-0.01390329813202316,0.6188038574678317,3.644261449708679
altai,CentralAsia_Medieval_Recent,0.3,0.0190756046511627,0.0695164906601158,0.05661157245822375,-0.012904918201892046,-0.020854947198034737,0.6187940961609406,3.644261449708679
altai,CentralAsia_Medieval_Recent,0.4,0.0190756046511627,0.0695164906601158,0.05231020447774934,-0.017206286182366456,-0.02780659626404632,0.6187843351620145,3.644261449708679
altai,CentralAsia_Medieval_Recent,0.5,0.0190756046511627,0.0695164906601158,0.04800897219664969,-0.02150751846346611,-0.0347582453300579,0.6187745744710262,3.644261449708679
altai,CentralAsia_Medieval_Recent,0.7,0.0190756046511627,0.0695164906601158,0.03940691470688952,-0.030109575953226275,-0.048661543462081056,0.618755054012802,3.644261449708679
altai,CentralAsia_Medieval_Recent,1.0,0.0190756046511627,0.0695164906601158,0.02650484605703706,-0.043011644603078734,-0.0695164906601158,0.6187257756346455,3.644261449708679
altai,CentralAsia_Neolithic,0.0,0.0191142285714285,0.06271985453391833,0.06271985453391833,0.0,-0.0,,3.2813175953996123
altai,CentralAsia_Neolithic,0.02,0.0191142285714285,0.06271985453391833,0.061872492859125654,-0.0008473616747926779,-0.0012543970906783667,0.6755131059291858,3.2813175953996123
altai,CentralAsia_Neolithic,0.05,0.0191142285714285,0.06271985453391833,0.06060149570638351,-0.002118358827534819,-0.0031359927266959168,0.6754986417863038,3.2813175953996123
altai,CentralAsia_Neolithic,0.1,0.0191142285714285,0.06271985453391833,0.058483288068370165,-0.004236566465548167,-0.0062719854533918335,0.6754745362582226,3.2813175953996123
altai,CentralAsia_Neolithic,0.133,0.0191142285714285,0.06271985453391833,0.05708535384103955,-0.005634500692878783,-0.008341740653011138,0.6754586275521385,3.2813175953996123
altai,CentralAsia_Neolithic,0.15,0.0191142285714285,0.06271985453391833,0.05636523160369265,-0.0063546229302256785,-0.00940797818008775,0.6754504324505575,3.2813175953996123
altai,CentralAsia_Neolithic,0.2,0.0191142285714285,0.06271985453391833,0.0542473262961695,-0.008472528237748835,-0.012543970906783667,0.6754263303629768,3.2813175953996123
altai,CentralAsia_Neolithic,0.3,0.0191142285714285,0.06271985453391833,0.050011969087862145,-0.012707885446056187,-0.0188159563601755,0.6753781313477525,3.2813175953996123
altai,CentralAsia_Neolithic,0.4,0.0191142285714285,0.06271985453391833,0.04577721631403145,-0.016942638219886882,-0.025087941813567334,0.6753299392110538,3.2813175953996123
altai,CentralAsia_Neolithic,0.5,0.0191142285714285,0.06271985453391833,0.041543067845296405,-0.021176786688621926,-0.031359927266959166,0.6752817539514449,3.2813175953996123
altai,CentralAsia_Neolithic,0.7,0.0191142285714285,0.06271985453391833,0.03307658330577531,-0.029643271228143024,-0.04390389817374283,0.675185404057617,3.2813175953996123
altai,CentralAsia_Neolithic,1.0,0.0191142285714285,0.06271985453391833,0.0203813855523229,-0.042338468981595434,-0.06271985453391833,0.6750409307582047,3.2813175953996123
altai,EastAsia_Bronze,0.0,0.022369858490566,0.07435554559714387,0.07435554559714387,0.0,-0.0,,3.3239166724501947
altai,EastAsia_Bronze,0.02,0.022369858490566,0.07435554559714387,0.07332580976983533,-0.001029735827308545,-0.0014871109119428774,0.692440502614037,3.3239166724501947
altai,EastAsia_Bronze,0.05,0.022369858490566,0.07435554559714387,0.07178114378542505,-0.002574401811718821,-0.0037177772798571936,0.692457244727072,3.3239166724501947
altai,EastAsia_Bronze,0.1,0.022369858490566,0.07435554559714387,0.06920653448216933,-0.005149011114974539,-0.007435554559714387,0.6924851500480849,3.3239166724501947
altai,EastAsia_Bronze,0.133,0.022369858490566,0.07435554559714387,0.06750717866597276,-0.006848366931171107,-0.009889287564420136,0.6925035687919815,3.3239166724501947
altai,EastAsia_Bronze,0.15,0.022369858490566,0.07435554559714387,0.06663171766229156,-0.007723827934852309,-0.01115333183957158,0.6925130576182154,3.3239166724501947
altai,EastAsia_Bronze,0.2,0.022369858490566,0.07435554559714387,0.06405669330070175,-0.010298852296442118,-0.014871109119428775,0.6925409674377881,3.3239166724501947
altai,EastAsia_Bronze,0.3,0.022369858490566,0.07435554559714387,0.058908728477371594,-0.015446817119772277,-0.02230666367914316,0.6924754567495061,3.3239166724501947
altai,EastAsia_Bronze,0.4,0.022369858490566,0.07435554559714387,0.05380307807154919,-0.020552467525594684,-0.02974221823885755,0.6910199959041166,3.3239166724501947
altai,EastAsia_Bronze,0.5,0.022369858490566,0.07435554559714387,0.04872595801774906,-0.025629587579394812,-0.037177772798571936,0.689379315922316,3.3239166724501947
altai,EastAsia_Bronze,0.7,0.022369858490566,0.07435554559714387,0.03862718507321047,-0.035728360523933404,-0.05204888191800071,0.6864385786465285,3.3239166724501947
altai,EastAsia_Bronze,1.0,0.022369858490566,0.07435554559714387,0.023627322578928356,-0.050728223018215515,-0.07435554559714387,0.6822385958010384,3.3239166724501947
altai,EastAsia_Iron_Classical,0.0,0.0225171519607843,0.07516836646483106,0.07516836646483106,0.0,-0.0,,3.3382714916941416
