genetic_id,group_id,locality,country,lat,lon,date_bp,date_sd,full_date,coverage,snps_hit,mol_sex,assessment,angsd_contam,hapconx_contam,damage,y_hap,mt_hap,flags
LP117_1.TW,Portugal_Reconquista,Castro de Avelãs - Torre Velha,Portugal,41.799,-6.805,850.0,58.0,1000-1200 calCE,0.3863,358959.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
LP117_10.TW,Portugal_KingdomOfPortugal,Santarém - Rua dos Barcos (Oeste e Vale do Tejo),Portugal,39.23,-8.69,600.0,87.0,1200-1500 calCE,0.1579,165401.0,M,PROVISIONAL_PASS,..,..,,E-M81,..,low_power
LP117_11.TW,Portugal_NapoleonicWar,Santarém - Castelo de Abrantes (Abrantes e Alferrarede),Portugal,39.4651,-8.1956,100.0,29.0,1800-1900 calCE,2.6497,999090.0,M,PROVISIONAL_PASS,..,..,,I-BY128724,..,
LP117_12.TW,Portugal_KingdomOfPortugal,Santarém - Rua dos Barcos (Oeste e Vale do Tejo),Portugal,39.23,-8.69,700.0,29.0,1200-1300 calCE,1.3376,794229.0,M,PROVISIONAL_PASS,..,..,,R-L151,..,
LP117_2.TW,Portugal_Reconquista,Castro de Avelãs - Torre Velha,Portugal,41.799,-6.805,800.0,29.0,1100-1200 calCE,1.0322,679284.0,M,PROVISIONAL_PASS,..,..,,R-L151,..,
LP117_3.TW,Portugal_Reconquista,Castro de Avelãs - Torre Velha,Portugal,41.799,-6.805,800.0,29.0,1100-1200 calCE,1.3259,784228.0,U (XXY),PROVISIONAL_PASS,..,..,,..,..,
LP117_7.TW,Portugal_KingdomOfPortugal,Santarém - Rua dos Barcos (Oeste e Vale do Tejo),Portugal,39.23,-8.69,600.0,87.0,1200-1500 calCE,1.169,745264.0,M,PROVISIONAL_PASS,..,..,,R-L151,..,
LP123_11.TW,Portugal_BA,"Outeiro Alto (Serpa, Brinches)",Portugal,38.06,-7.63,800.0,375.0,500-1800 calCE,0.3956,355505.0,M,PROVISIONAL_PASS,..,..,,R-Y247861,..,
LP123_14.TW,Portugal_BA,Torre Velha (Alentejo region),Portugal,38.3,-7.9,800.0,375.0,500-1800 calCE,0.0282,31604.0,M,PROVISIONAL_PASS,..,..,,R-L52,..,low_power
LP123_16.TW,Portugal_Reconquista,Guarda - Prazo (Freixo de Numão) (Chota),Portugal,41.069,-7.243,700.0,87.0,1100-1400 calCE,0.0839,91321.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power
LP123_2.TW,Portugal_KingdomOfPortugal,Santarém - Rua dos Barcos (Oeste e Vale do Tejo),Portugal,39.23,-8.69,600.0,87.0,1200-1500 calCE,0.9713,666773.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
LP123_4.TW,Portugal_EarlyMedieval,Guarda - Prazo (Freixo de Numão) (Chota),Portugal,41.069,-7.243,1200.0,87.0,600-900 calCE,0.126,134707.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power
LP123_6.TW,Portugal_KingdomOfPortugal,Santarém - Rua dos Barcos (Oeste e Vale do Tejo),Portugal,39.23,-8.69,600.0,87.0,1200-1500 calCE,0.8253,607830.0,M,PROVISIONAL_PASS,..,..,,Q-Y145415,..,
LP123_7.TW,Portugal_N,Leiria - Cova das Lapas (Largo das Catacumbas),Portugal,39.494,-8.552,5025.0,101.0,3250-2900 calBCE,0.3608,340151.0,M,PROVISIONAL_PASS,..,..,,I,..,
LP123_8.TW,Portugal_KingdomOfPortugal,São Miguel de Odrinhas (Odrinhas),Portugal,38.89,-9.37,600.0,144.0,1100-1600 calCE,0.1383,143915.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power
LP123_9.TW,Portugal_Islamic,Santarém - Islamic Necropolis (Oeste e Vale do Tejo),Portugal,39.23,-8.69,1100.0,87.0,700-1000 calCE,0.1258,132597.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power
LP126_14.TW,Portugal_Roman,Idanha-a-Velha - Porta Sul (Idanha-a-Nova),Portugal,39.994,-7.141,1550.0,87.0,250-550 calCE,0.2429,244360.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
LP127_10.TW,Portugal_Roman,Idanha-a-Velha - Porta Sul (Idanha-a-Nova),Portugal,39.994,-7.141,1625.0,43.0,250-400 calCE,1.2931,795257.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
LP127_11.TW,Portugal_Roman,Idanha-a-Velha - Porta Norte (Idanha-a-Nova),Portugal,39.994,-7.141,1550.0,87.0,250-550 calCE,0.0288,32526.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power
LP127_12.TW,Portugal_Roman,Idanha-a-Velha - Porta Norte (Idanha-a-Nova),Portugal,39.994,-7.141,1550.0,87.0,250-550 calCE,0.7091,569402.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
LP128_2.TW,Portugal_N,Leiria - Cova das Lapas (Largo das Catacumbas),Portugal,39.494,-8.552,5025.0,101.0,3250-2900 calBCE,0.8428,616158.0,M,PROVISIONAL_PASS,..,..,,I-A10029,..,
LP128_3.TW,Portugal_C,Leiria - Cova das Lapas (Largo das Catacumbas),Portugal,39.494,-8.552,5025.0,101.0,3250-2900 calBCE,2.2109,935441.0,M,PROVISIONAL_PASS,..,..,,I-F1295,..,
LP128_4.TW,Portugal_N,Leiria - Cova das Lapas (Largo das Catacumbas),Portugal,39.494,-8.552,5025.0,101.0,3250-2900 calBCE,0.7597,567497.0,M,PROVISIONAL_PASS,..,..,,I-A10029,..,
LP129_5.TW,Portugal_Roman,Idanha-a-Velha - Porta Norte (Idanha-a-Nova),Portugal,39.994,-7.141,1625.0,43.0,250-400 calCE,1.4503,841707.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
BB.K.10.1.AG.SG,Kyrgyzstan_BozBarmak_IA_Saka,"Boz-Barmak (Issyk-Kul Lake, 4 km southeast of Balykchi town)",Kyrgyzstan,,,2200.0,87.0,400-100 calBCE,0.6257,530885.0,M,PROVISIONAL_PASS,..,..,,R-M417,..,no_coords
BB.K.10.2.AG.SG,Kyrgyzstan_BozBarmak_IA_Saka,"Boz-Barmak (Issyk-Kul Lake, 4 km southeast of Balykchi town)",Kyrgyzstan,,,2200.0,87.0,400-100 calBCE,0.032,36100.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power;no_coords
BB.K.11.AG.SG,Kyrgyzstan_BozBarmak_IA_Saka,"Boz-Barmak (Issyk-Kul Lake, 4 km southeast of Balykchi town)",Kyrgyzstan,,,2200.0,87.0,400-100 calBCE,1.6857,931683.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,no_coords
BB.K.12.AG.SG,Kyrgyzstan_BozBarmak_IA_Saka,"Boz-Barmak (Issyk-Kul Lake, 4 km southeast of Balykchi town)",Kyrgyzstan,,,2200.0,87.0,400-100 calBCE,0.7196,575536.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,no_coords
BB.K.14.AG.SG,Kyrgyzstan_BozBarmak_IA_Saka,"Boz-Barmak (Issyk-Kul Lake, 4 km southeast of Balykchi town)",Kyrgyzstan,,,2200.0,87.0,400-100 calBCE,0.7913,624525.0,M,PROVISIONAL_PASS,..,..,,R-M417,..,no_coords
BB.K.15.AG.SG,Kyrgyzstan_BozBarmak_IA_Saka,"Boz-Barmak (Issyk-Kul Lake, 4 km southeast of Balykchi town)",Kyrgyzstan,,,2200.0,87.0,400-100 calBCE,0.9822,714094.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,no_coords
BB.K.1.AG.SG,Kyrgyzstan_BozBarmak_IA_Saka,"Boz-Barmak (Issyk-Kul Lake, 4 km southeast of Balykchi town)",Kyrgyzstan,,,2200.0,87.0,400-100 calBCE,1.6751,930825.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,no_coords
BB.K.6.AG.SG,Kyrgyzstan_BozBarmak_IA_Saka,"Boz-Barmak (Issyk-Kul Lake, 4 km southeast of Balykchi town)",Kyrgyzstan,,,2200.0,87.0,400-100 calBCE,0.7095,582629.0,M,PROVISIONAL_PASS,..,..,,R-Z2124,..,no_coords
BB.K.9.AG.SG,Kyrgyzstan_BozBarmak_IA_Saka,"Boz-Barmak (Issyk-Kul Lake, 4 km southeast of Balykchi town)",Kyrgyzstan,,,2200.0,87.0,400-100 calBCE,0.1327,142601.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power;no_coords
BB.Obj.2.AG.SG,Kyrgyzstan_BozBarmak_IA_Saka,"Boz-Barmak (Issyk-Kul Lake, 4 km southeast of Balykchi town)",Kyrgyzstan,,,2200.0,87.0,400-100 calBCE,0.705,578342.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,no_coords
CAN.001.SG,Spain_PuntaAzul_LateMiddleAges,"Punta Azul (Canary Islands Islands, El Hierra Region)",Spain,,,635.0,39.0,"1272-1388 calCE (691±27 BP, SUERC-96310)",0.1285,138582.0,M,PROVISIONAL_PASS,..,..,,E-L19,..,low_power;no_coords
CAN.003.SG,Spain_PuntaAzul_MiddleAges,"Punta Azul (Canary Islands Islands, El Hierra Region)",Spain,,,689.0,18.0,"1225-1285 calCE (756±27 BP, SUERC-96312)",0.0761,84325.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power;no_coords
CAN.004.SG,Spain_PuntaAzul_MiddleAges,"Punta Azul (Canary Islands Islands, El Hierra Region)",Spain,,,605.0,33.0,"1291-1397 calCE (633±27 BP, SUERC-96313)",0.0937,102768.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power;no_coords
CAN.008.SG,Spain_ElAgujero_LateMiddleAges,"El Agujero (Canary Islands Islands, Gran Canaria Region)",Spain,,,583.0,35.0,"1313-1424 calCE (565±27 BP, SUERC-96344)",0.0776,85815.0,M,PROVISIONAL_PASS,..,..,,T-Y47963,..,low_power;no_coords
CAN.017.SG,Spain_Guayadeque_LateAntiquity,"Guayadeque (Canary Islands Islands, Gran Canaria Region)",Spain,,,1504.0,55.0,"363-539 calCE (1640±30 BP, Beta-510948)",0.0574,64146.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power;no_coords
CAN.018.SG,Spain_Guayadeque_LateAntiquity,"Guayadeque (Canary Islands Islands, Gran Canaria Region)",Spain,,,1426.0,48.0,"433-598 calCE (1540±30 BP, Beta-571825)",0.0425,47821.0,M,PROVISIONAL_PASS,..,..,,R-M269,..,low_power;no_coords
CAN.019.SG,Spain_LaFortaleza_LateAntiquity,"La Fortaleza (Canary Islands Islands, Gran Canaria Region)",Spain,,,1370.0,36.0,"481-646 calCE (1496±33 BP, D-AMS 021461)",0.0284,32179.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power;no_coords
CAN.036.SG,Spain_SaltoCasimiro_MiddleAges,"Salto Casimiro (Canary Islands Islands, La Palma Region)",Spain,,,801.0,55.0,"1045-1222 calCE (891±27 BP, SUERC-96333)",0.0563,63012.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power;no_coords
CAN.038.SG,Spain_MontanaMina_MiddleAges,"Montaña Mina (Canary Islands Islands, Lanzarote Region)",Spain,,,743.0,33.0,"1162-1264 calCE (845±27 BP, SUERC-96334)",0.1101,119759.0,M,PROVISIONAL_PASS,..,..,,E-M132,..,low_power;no_coords
CAN.042.SG,Spain_Cascajo_LateMiddleAges,"Cascajo (Canary Islands Islands, Tenerife Region)",Spain,,,540.0,23.0,"1327-1440 calCE (525±25 BP, Beta-256483)",0.0832,91676.0,M,PROVISIONAL_PASS,..,..,,E-L19,..,low_power;no_coords
CAN.048.SG,Spain_Salitre_MiddleAges,"Salitre (Canary Islands Islands, Tenerife Region)",Spain,,,851.0,40.0,"1028-1162 calCE (950±30 BP, Beta-571830)",0.0636,70533.0,M,PROVISIONAL_PASS,..,..,,E-L19,..,low_power;no_coords
XSM-M87_merged.AG,China_Henan_Xisima_LShang,"Xisima (Henan Province, Zhengzhou City, Xingyang City)",China,34.87,113.35,3054.0,49.0,1189-1018 calBCE,0.2572,257431.0,M,PROVISIONAL_PASS,..,..,,O-MF81698,..,
05XGS-M20_merged.AG.SG,China_Henan_Xisima_LShang,"Xisima (Henan Province, Zhengzhou City, Xingyang City)",China,34.87,113.35,3035.0,58.0,1185-984 calBCE,1.1079,739920.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
05XGS-M52_merged.AG.SG,China_Henan_Xisima_LShang,"Xisima (Henan Province, Zhengzhou City, Xingyang City)",China,34.87,113.35,3098.0,59.0,1250-1046 BCE,0.4881,427024.0,M,PROVISIONAL_PASS,..,..,,O-CTS335,..,
XSM-M114-1.AG,China_Henan_Xisima_LShang,"Xisima (Henan Province, Zhengzhou City, Xingyang City)",China,34.87,113.35,3098.0,59.0,1250-1046 BCE,0.6466,528785.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
XSM-M128-1.AG,China_Henan_Xisima_LShang,"Xisima (Henan Province, Zhengzhou City, Xingyang City)",China,34.87,113.35,2252.0,54.0,395-209 calBCE,0.1013,110406.0,M,PROVISIONAL_PASS,..,..,,D-N1,..,low_power
XSM-M134-1.AG,China_Henan_Xisima_LShang,"Xisima (Henan Province, Zhengzhou City, Xingyang City)",China,34.87,113.35,3098.0,59.0,1250-1046 BCE,0.0435,48893.0,M,PROVISIONAL_PASS,..,..,,C-F2613,..,low_power
XSM-M17-2.AG,China_Henan_Xisima_LShang,"Xisima (Henan Province, Zhengzhou City, Xingyang City)",China,34.87,113.35,3098.0,59.0,1250-1046 BCE,0.1982,204461.0,M,PROVISIONAL_PASS,..,..,,C-F10356,..,
XSM-M49-1.AG,China_Henan_Xisima_LShang,"Xisima (Henan Province, Zhengzhou City, Xingyang City)",China,34.87,113.35,3098.0,59.0,1250-1046 BCE,0.0281,31801.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power
XSM-M86-1.AG,China_Henan_Xisima_LShang,"Xisima (Henan Province, Zhengzhou City, Xingyang City)",China,34.87,113.35,3098.0,59.0,1250-1046 BCE,0.0396,44645.0,M,PROVISIONAL_PASS,..,..,,N-Z4762,..,low_power
HUAS194B.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,700.0,144.0,1000-1500 CE,4.5565,1025297.0,M,PROVISIONAL_PASS,..,..,,R-YP1337,..,
HUAS257.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,700.0,144.0,1000-1500 CE,2.199,779164.0,M,PROVISIONAL_PASS,..,..,,I-S6656,..,
HUAS261.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,700.0,144.0,1000-1500 CE,2.1922,794732.0,M,PROVISIONAL_PASS,..,..,,N-A9407,..,
HUAS262.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,700.0,144.0,1000-1500 CE,4.7115,1097031.0,M,PROVISIONAL_PASS,..,..,,N-A9416,..,
HUAS309.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,700.0,144.0,1000-1500 CE,2.4555,842190.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
HUAS341.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,700.0,144.0,1000-1500 CE,2.5186,836312.0,M,PROVISIONAL_PASS,..,..,,R-BY101983,..,
HUAS390.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,700.0,144.0,1000-1500 CE,2.1511,754020.0,M,PROVISIONAL_PASS,..,..,,I-Y4460,..,
HUAS450.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,700.0,144.0,1000-1500 CE,1.5224,564357.0,M,PROVISIONAL_PASS,..,..,,R-Y14088,..,
HUAS82.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,550.0,58.0,1300-1500 CE,6.1103,1086343.0,M,PROVISIONAL_PASS,..,..,,R-S15948,..,
HUAS55A.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,700.0,144.0,1000-1500 CE,1.0921,476340.0,M,PROVISIONAL_PASS,..,..,,R-Y253555,..,
HUAS55B.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,700.0,144.0,1000-1500 CE,2.044,738012.0,M,PROVISIONAL_PASS,..,..,,R-PF6582,..,
HUAS57.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,700.0,144.0,1000-1500 CE,2.7371,854892.0,M,PROVISIONAL_PASS,..,..,,N-A9416,..,
HUAS581.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,550.0,58.0,1300-1500 CE,0.9619,338947.0,M,PROVISIONAL_PASS,..,..,,..,..,
HUAS59B.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,700.0,144.0,1000-1500 CE,1.2943,540952.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
HUAS81.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,800.0,29.0,1100-1200 CE,3.0349,889623.0,M,PROVISIONAL_PASS,..,..,,I-FGC69943,..,
HUAS84.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,800.0,29.0,1100-1200 CE,3.2148,916168.0,M,PROVISIONAL_PASS,..,..,,R-M12335,..,
HUAS85.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,800.0,29.0,1100-1200 CE,2.9841,882318.0,M,PROVISIONAL_PASS,..,..,,I-S17250,..,
HUAS86.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,550.0,58.0,1300-1500 CE,2.8153,862862.0,M,PROVISIONAL_PASS,..,..,,R-P278.2,..,
HUAS87.SG,Hungary_AbasarBoltteto_Medieval,"Abasár Bolt-tető (Heves County, Gyöngyös District, Abasár Village)",Hungary,47.796,20.003,550.0,58.0,1300-1500 CE,3.0981,894837.0,M,PROVISIONAL_PASS,..,..,,R-YP977,..,
NE56.SG,China_AmurRiverBasin_LatePaleolithic,"Zhaodong on the northern bank of the Songhua River (Amur River Basin, southwest Heilongjiang Province, Songnen Plain)",China,45.96,125.78,19427.0,77.0,"17605-17301 calBCE (16090±45 BP, BA-152200)",0.3642,348268.0,M,PROVISIONAL_PASS,..,..,,C-M217,..,
BaiyangcunM10.SG,China_MLBA,"Baiyangcun (Yunnan, West_YN)",China,25.84,100.59,3300.0,87.0,1700-1400 calBCE,1.0177,706235.0,M,PROVISIONAL_PASS,..,..,,O-CTS5308,..,
BaiyangcunM13.SG,China_MLBA,"Baiyangcun (Yunnan, West_YN)",China,25.84,100.59,3300.0,87.0,1700-1400 calBCE,1.2419,778742.0,M,PROVISIONAL_PASS,..,..,,O-M1706,..,
BaiyangcunM13_LowCov.AG,China_MLBA,"Baiyangcun (Yunnan, West_YN)",China,25.84,100.59,3300.0,87.0,1700-1400 calBCE,0.029,31323.0,M,PROVISIONAL_PASS,..,..,,..,..,low_power
BaiyangcunM14.SG,China_MLBA,"Baiyangcun (Yunnan, West_YN)",China,25.84,100.59,3300.0,87.0,1700-1400 calBCE,0.2186,220507.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
BaiyangcunM1_E.AG,China_LBA,"Baiyangcun (Yunnan, West_YN)",China,25.84,100.59,3414.0,38.0,1513-1417 calBCE,1.0281,603325.0,M,PROVISIONAL_PASS,..,..,,O,..,
BaiyangcunM1_W.SG,China_MLBA,"Baiyangcun (Yunnan, West_YN)",China,25.84,100.59,3300.0,87.0,1700-1400 calBCE,0.5968,498407.0,M,PROVISIONAL_PASS,..,..,,N-CTS4714,..,
BaiyangcunM4.AG,China_MLBA,"Baiyangcun (Yunnan, West_YN)",China,25.84,100.59,3490.0,46.0,1620-1462 calBCE,1.633,713604.0,M,PROVISIONAL_PASS,..,..,,D-F1031,..,
BaiyangcunM5_LowCov.AG,China_MLBA,"Baiyangcun (Yunnan, West_YN)",China,25.84,100.59,3300.0,87.0,1700-1400 calBCE,0.0288,31129.0,M,PROVISIONAL_PASS,..,..,,O-M324,..,low_power
BaiyangcunM6.AG,China_MLBA,"Baiyangcun (Yunnan, West_YN)",China,25.84,100.59,3300.0,87.0,1700-1400 calBCE,0.3744,311028.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
BaiyangcunM8.AG,China_MLBA,"Baiyangcun (Yunnan, West_YN)",China,25.84,100.59,3300.0,87.0,1700-1400 calBCE,0.9494,636841.0,M,PROVISIONAL_PASS,..,..,,O-CTS4658,..,
BaiyangcunM9.SG,China_MLBA,"Baiyangcun (Yunnan, West_YN)",China,25.84,100.59,3300.0,87.0,1700-1400 calBCE,1.0082,698349.0,M,PROVISIONAL_PASS,..,..,,O-CTS1642,..,
BaiyangcunW1.SG,China_LBA,"Baiyangcun (Yunnan, West_YN)",China,25.84,100.59,3414.0,44.0,1513-1417 calBCE,1.4916,858105.0,M,PROVISIONAL_PASS,..,..,,O-MF30881,..,
BaiyangcunW5.SG,China_MLBA,"Baiyangcun (Yunnan, West_YN)",China,25.84,100.59,3300.0,87.0,1700-1400 calBCE,0.5635,473072.0,M,PROVISIONAL_PASS,..,..,,N-M1793,..,
C3427.SG,China_Tibet_Latuotanggu,"Latuotanggu (Tibet, Shigatse)",China,28.9,88.6,850.0,202.0,750-1450 CE,4.6927,1100756.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
C4783_C202.SG,China_Qinghai_Zongri,Zongri (Qinghai),China,35.3,100.4,4982.0,86.0,3311-2914 calBCE (4405±30 BP),1.4084,852639.0,M,PROVISIONAL_PASS,..,..,,N-F1486,..,
CSP132.SG,China_Tibet_Chaxiutang,"Chaxiutang (Tibet, Nagqu)",China,31.5,92.1,1084.0,63.0,772-988 calCE (1170±40 BP),2.0762,864800.0,M,PROVISIONAL_PASS,..,..,,O-CTS1642,..,
CSP133.SG,China_Qinghai_Pukagongma,"Pukagongma (Qinghai, Yushu)",China,33.5,95.4,2812.0,29.0,912-811 calBCE (2720±25 BP),0.5047,422205.0,M,PROVISIONAL_PASS,..,..,,D-Y15407,..,
CSP144.SG,China_Tibet_Butaxiongqu,"Butaxiongqu (Tibet, Nagqu)",China,32.0,90.9,2455.0,88.0,734-403 calBCE (2415±25 BP),1.2856,750745.0,M,PROVISIONAL_PASS,..,..,,O-CTS1642,..,
Dadunzi.AG.SG,China_EarlyModern_Modern,"Dadunzi (Yunnan, West_YN)",China,25.71,101.91,145.0,65.0,1693-1917 calCE,5.4911,927516.0,M,PROVISIONAL_PASS,..,..,,O-CTS12877,..,
Dadunzi.AG,China_EarlyModern_Modern,"Dadunzi (Yunnan, West_YN)",China,25.71,101.91,145.0,65.0,1693-1917 calCE,4.0758,679737.0,M,PROVISIONAL_PASS,..,..,,O-CTS12877,..,
Dadunzi_sg.SG,China_EarlyModern_Modern,"Dadunzi (Yunnan, West_YN)",China,25.71,101.91,145.0,65.0,1693-1917 calCE,1.4155,775739.0,M,PROVISIONAL_PASS,..,..,,O-CTS12877,..,
DadunziM23.AG,China_Roman,"Dadunzi (Yunnan, West_YN)",China,25.71,101.91,2022.0,46.0,152 calBCE-8 calCE,0.7552,476180.0,M,PROVISIONAL_PASS,..,..,,O-Z39485,..,
DadunziM24_1.AG,China_IA_Hellenistic,"Dadunzi (Yunnan, West_YN)",China,25.71,101.91,2245.0,52.0,385-206 calBCE,0.2249,195923.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power
DadunziM26.AG,China_IA_Hellenistic,"Dadunzi (Yunnan, West_YN)",China,25.71,101.91,2056.0,35.0,167-46 calBCE,1.8282,650592.0,M,PROVISIONAL_PASS,..,..,,O-CTS1642,..,
DadunziM27.AG,China_EIA,"Dadunzi (Yunnan, West_YN)",China,25.71,101.91,2738.0,2.0,805-773 calBCE,0.9754,345801.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
DadunziT20_3_B.AG,China_MBA,"Dadunzi (Yunnan, West_YN)",China,25.71,101.91,3694.0,68.0,1863-1627 calBCE,0.8963,486423.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
DayindongM1_LowCov.AG,China_LBA,"Dayindong (Yunnan, East_YN)",China,24.0,105.0,3300.0,87.0,1500-1200 calBCE,0.0327,34268.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power
DayindongM6_1.AG,China_LBA,"Dayindong (Yunnan, East_YN)",China,24.0,105.0,3270.0,52.0,1411-1231 calBCE,0.1813,148257.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,low_power
DayindongM7_1.AG,China_LBA,"Dayindong (Yunnan, East_YN)",China,24.0,105.0,3347.0,56.0,1495-1300 calBCE,0.6321,328761.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
DuiziM20_LowCov.AG,China_BA_Roman,"Duizi (Yunnan, West_YN)",China,26.17,100.58,2875.0,563.0,1900 calBCE - 50 calCE,0.0337,36849.0,M,PROVISIONAL_PASS,..,..,,D-M174,..,low_power
DuiziM79.AG,China_BA_Roman,"Duizi (Yunnan, West_YN)",China,26.17,100.58,2875.0,563.0,1900 calBCE - 50 calCE,0.1265,131728.0,M,PROVISIONAL_PASS,..,..,,O-CTS1642,..,low_power
DuiziM91_2.SG,China_BA_Roman,"Duizi (Yunnan, West_YN)",China,26.17,100.58,2875.0,563.0,1900 calBCE - 50 calCE,0.34,322100.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
DuiziM91.SG,China_Roman,"Duizi (Yunnan, West_YN)",China,26.17,100.58,1767.0,31.0,129-237 calCE,0.3751,350936.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
DuiziM94_1_1.AG,China_BA_Roman,"Duizi (Yunnan, West_YN)",China,26.17,100.58,2875.0,563.0,1900 calBCE - 50 calCE,0.3978,302438.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
DuiziM98_1.AG,China_BA_Roman,"Duizi (Yunnan, West_YN)",China,26.17,100.58,2875.0,563.0,1900 calBCE - 50 calCE,3.979,884117.0,F,PROVISIONAL_PASS,n/a (female),n/a (female),,..,..,
DuiziM98_2.SG,China_Roman,"Duizi (Yunnan, West_YN)",China,26.17,100.58,1770.0,30.0,127-233 calCE,0.6772,544026.0,M,PROVISIONAL_PASS,..,..,,O,..,
