genetic_id,group_id,locality,country,lat,lon,date_bp,date_sd,full_date,coverage,snps_hit,mol_sex,assessment,angsd_contam,hapconx_contam,damage,y_hap,mt_hap,flags
I13778.AG,Montenegro_MLBA_Cetina,Velika Gruda (Kotor Municipality),Montenegro,42.3822,18.7403,3234.0,51.0,"1386-1212 calBCE (3025±20 BP, PSUAMS-7882)",4.10606541,839031.0,M,Pass,"[0.002,0.006]","[0.003,0.005]",0.11,J-Z1297,H1+16311,
I13780.AG,Czechia_Medieval,"Praha-Jinonice (Prague Region, Prague District, Prague-5)",Czechia,50.054385,14.363387,850.0,346.0,500-1700 CE,2.57938154,781373.0,M,Pass,"[0.008,0.015]","[0.007,0.012]",0.083,R-YP5269,K1a26,
I13781.AG,Czechia_LBA,"Bílina-Rudiay-1 (Ústecký Region, Teplice District, Bilina)",Czechia,50.548056,13.776111,2977.0,49.0,"1117-931 calBCE (2860±25 BP, PSUAMS-10016)",2.8489422,808647.0,F,Pass,n/a (female),n/a (female),0.087,n/a (female),T1a1,
I13783.AG,Czechia_LBA,"Hostivice-Palouky (Central Bohemian Region, Prague-West District)",Czechia,50.07885,14.280243,3022.0,42.0,"1192-1005 calBCE (2890±20 BP, PSUAMS-9771)",2.74439246,813497.0,F,Pass,n/a (female),n/a (female),0.134,n/a (female),H1+16189,
I13786.AG,Czechia_LBA-3,"Hostivice-Palouky (Central Bohemian Region, Prague-West District)",Czechia,50.07885,14.280243,3050.0,115.0,1300-900 BCE,3.8502041,837159.0,M,Pass,"[0.004,0.009]","[0.005,0.008]",0.106,R-BY96884,H1q,
I13787.AG,Czechia_LBA,"Hostivice-Palouky (Central Bohemian Region, Prague-West District)",Czechia,50.07885,14.280243,2958.0,43.0,"1108-928 calBCE (2850±20 BP, PSUAMS-9996)",2.87295668,798444.0,F,Pass,n/a (female),n/a (female),0.105,n/a (female),H26c,
I13788.AG,Czechia_LBA,"Chouč (Ústecký Region, Teplice District)",Czechia,50.511285,13.767871,3000.0,144.0,1300-800 BCE,3.41970505,819181.0,M,Pass,"[0.003,0.008]","[0.005,0.008]",0.104,R-L151,X2b+226,
I13789.AG,Czechia_LBA,"Bílina-Büschel (Ústecký Region, Teplice District)",Czechia,50.556196,13.763549,3000.0,144.0,1300-800 BCE,4.48529469,849997.0,F,Pass,n/a (female),n/a (female),0.08,n/a (female),J1c5,
I13791.AG,Czechia_LBA,"Bílina-Rudiay-1 (Ústecký Region, Teplice District, Bilina)",Czechia,50.548056,13.776111,2975.0,101.0,1200-850 BCE,2.75432086,804260.0,F,Pass,n/a (female),n/a (female),0.133,n/a (female),K1a4a1,
I13792.AG,Czechia_LBA,"Chouč (Ústecký Region, Teplice District)",Czechia,50.511285,13.767871,3000.0,144.0,1300-800 BCE,4.07987649,836682.0,M,Pass,"[0.004,0.008]","[0.003,0.006]",0.096,R-L2,U5b2b1a1,
I13793.AG,Czechia_LBA,"Chouč (Ústecký Region, Teplice District)",Czechia,50.511285,13.767871,3000.0,144.0,1300-800 BCE,4.37072183,840787.0,M,Pass,"[0.003,0.007]","[0.003,0.006]",0.075,R-L2,H1+16189,
I13794.AG,Czechia_LBA-3,"Hostivice-Palouky (Central Bohemian Region, Prague-West District)",Czechia,50.07885,14.280243,3050.0,115.0,1300-900 BCE,2.83170569,809068.0,M,Pass,"[0.006,0.012]","[0.006,0.011]",0.116,R-L2,H2a,
I13795.AG,Czechia_LBA,"Konobrže (Ústecký Region, Most District)",Czechia,50.533635,13.61765,3035.0,45.0,"1196-1010 calBCE (2900±20 BP, PSUAMS-10017)",4.39115396,857242.0,M,Pass,"[0.003,0.007]","[0.003,0.005]",0.064,R-Z283,J1c8a,
I13796.AG,Czechia_LBA,"Chouč (Ústecký Region, Teplice District)",Czechia,50.511285,13.767871,3000.0,144.0,1300-800 BCE,2.52788494,812449.0,F,Pass,n/a (female),n/a (female),0.105,n/a (female),H1,
I13798.AG,Czechia_LBA,"Hostivice-Palouky (Central Bohemian Region, Prague-West District)",Czechia,50.07885,14.280243,3050.0,115.0,1300-900 BCE,2.73658724,811778.0,F,Pass,n/a (female),n/a (female),0.107,n/a (female),U5a2b,
I13799.AG,Czechia_LBA,"Hostivice-Palouky (Central Bohemian Region, Prague-West District)",Czechia,50.07885,14.280243,3050.0,115.0,1300-900 BCE,4.05405866,850220.0,F,Pass,n/a (female),n/a (female),0.104,n/a (female),U2e1a1,
I13811.AG,Russia_AltaiKrai_Eneolithic,"Tuzovskie-Bugry-1 (Vasino-5) (Altai Krai, Pervomaysky District)",Russia,53.150774,83.822416,5800.0,87.0,4000-3700 BCE,3.95475123,836061.0,M,Pass,"[0.002,0.006]","[0.003,0.006]",0.093,C-Y10418,U2e1b,
I13812.AG,Russia_AltaiKrai_Afanasievo,"Khankarinsky-Dol (Altai Krai, Krasnoshchyokovsky District)",Russia,51.333333,83.05,4850.0,231.0,3300-2500 BCE,3.93647964,841464.0,M,Pass,"[0.003,0.007]","[0.003,0.005]",0.12,R-M12149,U5a1a1,
I13813.AG,Russia_AltaiKrai_Afanasievo,"Inskoy-Dol (Altai Krai, Krasnoshchyokovsky District)",Russia,51.3120278,83.0635694,4850.0,231.0,3300-2500 BCE,4.14824372,832623.0,M,Pass,"[0.004,0.008]","[0.003,0.006]",0.093,R-M12149,T2d1a,
I13838.AG,Albania_N_C,"Tren Cave (Southeast, Korçë County, Devoll area)",Albania,40.671111,20.984722,6200.0,433.0,5000-3500 BCE,4.65568784,848000.0,M,Pass,"[0.002,0.006]","[0.004,0.007]",0.076,G-Z6360,HV4,
I13839.AG,Albania_Medieval,"Shtikë (Korçë County, Kolonjë District)",Albania,40.432222,20.712778,1014.0,33.0,"889-989 calCE (1120±20 BP, PSUAMS-5943)",3.31579236,824155.0,F,Pass,n/a (female),n/a (female),0.137,n/a (female),U4c1,
I13840.AG,Albania_N_C,"Tren Cave (Southeast, Korçë County, Devoll area)",Albania,40.671111,20.984722,6102.0,65.0,"4313-4051 calBCE (5330±25 BP, PSUAMS-5944)",4.19902159,855769.0,M,Pass,"[0.002,0.005]","[0.004,0.007]",0.117,G-F2572,J1c,
I13861.AG,Germany_Medieval_Jewish-lowEastEU,"Erfurt (Thuringia, Erfurt, Ackerhof)",Germany,50.978877,11.027447,625.0,43.0,1250-1400 CE,0.38821125,334479.0,F,Pass,n/a (female),n/a (female),0.058,n/a (female),K1a1b1a,
I13862.AG,Germany_Medieval_Jewish-highEastEU,"Erfurt (Thuringia, Erfurt, Ackerhof)",Germany,50.978877,11.027447,625.0,43.0,1250-1400 CE,2.3803278,830991.0,M,Pass,"[0.001,0.005]","[0,0.002]",0.029,T-Y105938,K1a1b1a,
I13863.AG,Germany_Medieval_Jewish-lowEastEU,"Erfurt (Thuringia, Erfurt, Ackerhof)",Germany,50.978877,11.027447,625.0,43.0,1250-1400 CE,0.29354733,271719.0,F,Pass,n/a (female),n/a (female),0.034,n/a (female),K1a9,
I13864.AG,Germany_Medieval_Jewish-lowEastEU,"Erfurt (Thuringia, Erfurt, Ackerhof)",Germany,50.978877,11.027447,625.0,43.0,1250-1400 CE,1.23587155,686443.0,M,Pass,"[0,0]","[0,0.002]",0.037,J-Y15223,H3p,
I13865.AG,Germany_Medieval_Jewish-lowEastEU,"Erfurt (Thuringia, Erfurt, Ackerhof)",Germany,50.978877,11.027447,625.0,43.0,1250-1400 CE,0.84290294,559266.0,M,Pass,"[0,0.009]","[0,0.004]",0.027,R-Y19847,L2a1l2a,
I13866.AG,Germany_Medieval_Jewish-highEastEU,"Erfurt (Thuringia, Erfurt, Ackerhof)",Germany,50.978877,11.027447,625.0,43.0,1250-1400 CE,1.16197348,654373.0,M,Pass,"[0,0.003]","[0,0.003]",0.032,J-ZS2622,K1a1b1a,
I13867.AG,Germany_Medieval_Jewish-lowEastEU,"Erfurt (Thuringia, Erfurt, Ackerhof)",Germany,50.978877,11.027447,625.0,43.0,1250-1400 CE,2.45057399,787220.0,F,Pass,n/a (female),n/a (female),0.049,n/a (female),K1a1b1a,
I13868.AG,Germany_Medieval_Jewish-highEastEU,"Erfurt (Thuringia, Erfurt, Ackerhof)",Germany,50.978877,11.027447,625.0,43.0,1250-1400 CE,1.0518425,624874.0,M,Pass,"[0,0.008]","[0.001,0.005]",0.035,R-L4,H1as2,
I13869.AG,Germany_Medieval_Jewish-highEastEU,"Erfurt (Thuringia, Erfurt, Ackerhof)",Germany,50.978877,11.027447,659.0,19.0,"1276-1377 calCE (699±13 BP) [R_combine: (725±20 BP, PSUAMS-9126), (685±15 BP, PSUAMS-10329)]",0.98412274,613387.0,F,Pass,n/a (female),n/a (female),0.061,n/a (female),H11b1,
I13870.AG,Germany_Medieval_Jewish-lowEastEU,"Erfurt (Thuringia, Erfurt, Ackerhof)",Germany,50.978877,11.027447,625.0,43.0,1250-1400 CE,0.43511996,373700.0,M,Pass,"[0,0]","[0,0.003]",0.07,J-L556,K1a1b1a,
I13882.AG,Japan_Chiba_HG_Jomon,"Rokutsu Shell Mound (Chiba Prefecture, Chiba, Chiba-shi)",Japan,35.55,140.157,3234.0,51.0,"1386-1212 calBCE (3025±20 BP, PSUAMS-7937)",1.12194181,607509.0,F,Pass,n/a (female),n/a (female),0.14,n/a (female),N9b,
I13883.AG,Japan_Chiba_HG_Jomon,"Rokutsu Shell Mound (Chiba Prefecture, Chiba, Chiba-shi)",Japan,35.55,140.157,2859.0,41.0,"984-835 calBCE (2770±20 BP, PSUAMS-7943)",0.69992239,486650.0,M,Pass,"[0,0.008]","[0.003,0.012]",0.139,D-Y11739,N9b2a,
I13884.AG,Japan_Chiba_HG_Jomon,"Rokutsu Shell Mound (Chiba Prefecture, Chiba, Chiba-shi)",Japan,35.55,140.157,4351.0,48.0,"2472-2300 calBCE (3920±25 BP, PSUAMS-7944)",1.78373234,712172.0,F,Pass,n/a (female),n/a (female),0.136,n/a (female),N9b,
I13885.AG,Japan_Chiba_HG_Jomon,"Rokutsu Shell Mound (Chiba Prefecture, Chiba, Chiba-shi)",Japan,35.55,140.157,3216.0,51.0,"1382-1134 calBCE (3015±20 BP, PSUAMS-7945)",0.1841681,155687.0,F,Pass,n/a (female),n/a (female),0.138,n/a (female),N9b,low_power
I13886.AG,Japan_Chiba_HG_Jomon,"Rokutsu Shell Mound (Chiba Prefecture, Chiba, Chiba-shi)",Japan,35.55,140.157,4025.0,43.0,"2137-1981 calBCE (3678±15 BP) [R_combine: (3690±20 BP, PSUAMS-7947), (3665±20 BP, PSUAMS-7946)]",2.68818891,777560.0,M,MERGE_PASS,"[0.003,0.008]","[0.005,0.008]",0.145,D-Z1574,N9b1,
I13886_alt1.AG,Japan_Chiba_HG_Jomon,"Rokutsu Shell Mound (Chiba Prefecture, Chiba, Chiba-shi)",Japan,35.55,140.157,4025.0,43.0,"2137-1981 calBCE (3678±15 BP) [R_combine: (3690±20 BP, PSUAMS-7947), (3665±20 BP, PSUAMS-7946)]",1.35263623,623972.0,M,MERGE_PASS,"[0.001,0.01]","[0.003,0.009]",0.128,D-Z1622,N9b1,
I13888.AG,England_EN_Megalithic,"Hazleton North (England, Gloucestershire, Cheltenham)",United Kingdom,51.861211,-1.883011,5601.0,33.0,"3707-3540 calBCE (4870±25 BP, PSUAMS-14098)",3.13069694,808999.0,F,Questionable,n/a (female),n/a (female),0.09,n/a (female),K1b1a,questionable
I13889.AG,England_EN_Megalithic,"Hazleton North (England, Gloucestershire, Cheltenham)",United Kingdom,51.861211,-1.883011,5624.0,27.0,"3751-3636 calBCE (4895±25 BP, PSUAMS-9671)",3.23181467,843132.0,F,Pass,n/a (female),n/a (female),0.114,n/a (female),K1b1a1d,
I13892.AG,England_EN_Megalithic,"Hazleton North (England, Gloucestershire, Cheltenham)",United Kingdom,51.861211,-1.883011,5677.0,67.0,"3932-3637 calBCE (4940±50 BP, GrA-24506)",2.39471111,769565.0,M,Pass,"[0.002,0.007]","[0.003,0.007]",0.1,I-L1195,T2e1,
I13947.AG,Armenia_LoriBerd_IA_LateUrartian-1,"Lori-Berd (Lori Province, Lori Berd Municipality)",Armenia,41.0043068,44.429164,2612.0,74.0,"789-546 calBCE (2525±25 BP, UCIAMS-226536, PSUG-5442)",0.24951875,230459.0,M,Pass,..,"[0,0.006]",0.186,J-Z1842,T2e,
I13948.AG,Armenia_LoriBerd_LBA_IA,"Lori-Berd (Lori Province, Lori Berd Municipality)",Armenia,41.0043068,44.429164,3128.0,48.0,"1267-1056 calBCE (2965±25 BP, PSUAMS-7157)",2.59979194,777134.0,M,Pass,"[0.001,0.006]","[0.002,0.005]",0.127,R-M12149,U4a2c,
I13949.AG,Armenia_LoriBerd_IA_Urartian-2,"Lori-Berd (Lori Province, Lori Berd Municipality)",Armenia,41.0043068,44.429164,2594.0,67.0,"773-544 calBCE (2500±20 BP, PSUAMS-7883)",0.05775747,61009.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.191,J-Z1828,T1,low_power
I13957.AG,Mongolia_C_Afanasievo2-2,"Kurgak-govi (Bayan-Ölgii Province, Ulaankhus District)",Mongolia,49.336,88.712,4625.0,92.0,"2857-2501 calBCE (4095±25 BP, PSUAMS-6942)",3.34793189,778927.0,M,Pass,"[0,0.003]","[0.001,0.003]",0.058,C-Y10418,G2a+152,
I13963.AG,Mongolia_EIA_SlabGrave-1,"Rashaant-tolgoi (Khentii Province, Delgerkhaan District)",Mongolia,47.216627,108.971538,2829.0,33.0,"967-827 calBCE (2750±20 BP, PSUAMS-6943)",2.83545578,763688.0,F,Pass,n/a (female),n/a (female),0.126,n/a (female),C5b1b,
I13965.AG,Mongolia_EIA-5,"Biluut-2 (Bayan-Ölgii Province, Tsengel District)",Mongolia,48.68,88.38,2270.0,61.0,"396-210 calBCE (2270±20 BP, UCIAMS-226560, PSUG-5475)",2.78628484,757823.0,F,Pass,n/a (female),n/a (female),0.138,n/a (female),G2a1,
I14000.AG,Mongolia_N,"Kharuulyn-Gozgor (Bulgan Province, Khutag-Öndor District, Egiin-gol River)",Mongolia,49.53469,103.2825,7480.0,47.0,"5622-5418 calBCE (6571±47 BP, COL3897.1.1)",4.22280663,796967.0,F,Pass,n/a (female),n/a (female),0.108,n/a (female),D4j,
I14051.AG,Armenia_Brardzryal_IA_Urartian,"Brardzryal (Lori Province, Vanadzor)",Armenia,40.91666,44.5,2675.0,43.0,800-650 BCE,0.45596577,365709.0,F,Pass,n/a (female),n/a (female),0.199,n/a (female),T2c1a,
I14052.AG,Armenia_Brardzryal_IA_Urartian,"Brardzryal (Lori Province, Vanadzor)",Armenia,40.91666,44.5,2675.0,43.0,800-650 BCE,4.36764007,807358.0,F,Pass,n/a (female),n/a (female),0.135,n/a (female),U5a1d,
I14053.AG,Armenia_Brardzryal_IA_Urartian,"Brardzryal (Lori Province, Vanadzor)",Armenia,40.91666,44.5,2675.0,43.0,800-650 BCE,3.61207642,774058.0,M,Pass,"[0.002,0.006]","[0.003,0.006]",0.115,R-Y159888,H,
I14054.AG,Armenia_Brardzryal_IA_Urartian,"Brardzryal (Lori Province, Vanadzor)",Armenia,40.91666,44.5,2723.0,42.0,"809-596 calBCE (2580±25 BP, UCIAMS-226537, PSUG-5443)",3.9175745,813663.0,M,Pass,"[0.002,0.006]","[0.004,0.007]",0.147,R-Y19434,N1b1a,
I14055.AG,Armenia_Brardzryal_IA_Urartian,"Brardzryal (Lori Province, Vanadzor)",Armenia,40.91666,44.5,2675.0,43.0,800-650 BCE,0.30193658,271601.0,M,Pass,n/a (<200 SNPs),"[0,0.013]",0.237,R-FGC14590,K1a12a,
I14056.AG,Armenia_Brardzryal_IA_Urartian,"Brardzryal (Lori Province, Vanadzor)",Armenia,40.91666,44.5,2675.0,43.0,800-650 BCE,0.10624705,109170.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.171,F,H2a1,low_power
I14057.AG,Armenia_Brardzryal_IA_Urartian,"Brardzryal (Lori Province, Vanadzor)",Armenia,40.91666,44.5,2599.0,68.0,"776-545 calBCE (2510±20 BP, UCIAMS-226538, PSUG-5444)",3.37399914,822017.0,M,Pass,"[0.002,0.006]","[0.004,0.007]",0.119,R-M12149,HV1,
I14065.AG,Armenia_BagheriTchala_EIA,"Bagheri-Tchala (Lori Province, Tumanyan Municipality)",Armenia,41.1406,44.8334,2875.0,72.0,1050-800 BCE,1.90422974,737707.0,M,Pass,"[0.001,0.008]","[0.005,0.01]",0.163,R-A12332,I2,
I14066.AG,Armenia_BagheriTchala_EIA,"Bagheri-Tchala (Lori Province, Tumanyan Municipality)",Armenia,41.1406,44.8334,2875.0,72.0,1050-800 BCE,2.06290157,754868.0,F,Pass,n/a (female),n/a (female),0.173,n/a (female),H,
I14088.AG,England_Anglian,"Hollow Banks (England, Scorton)",United Kingdom,54.3955,-1.614,1427.0,43.0,"435-587 calCE (1545±20 BP, PSUAMS-6824)",0.8042114,491211.0,F,Pass,n/a (female),n/a (female),0.132,n/a (female),H1g1,
I14089.AG,England_Anglian,"Hollow Banks (England, Scorton)",United Kingdom,54.3955,-1.614,1378.0,20.0,"541-604 calCE (1510±20 BP, PSUAMS-6825)",0.78740595,477302.0,M,Pass,"[0.002,0.016]","[0.003,0.011]",0.108,R-Z160,H5k,
I14090.AG,England_Anglian,"Hollow Banks (England, Scorton)",United Kingdom,54.3955,-1.614,1382.0,22.0,"539-603 calCE (1515±20 BP, PSUAMS-6826)",0.4001985,306624.0,F,Pass,n/a (female),n/a (female),0.115,n/a (female),J1c2b5,
I14091.AG,England_Anglian,"Hollow Banks (England, Scorton)",United Kingdom,54.3955,-1.614,1392.0,29.0,"442-602 calCE (1525±20 BP, PSUAMS-6820)",1.44403501,630232.0,M,Pass,"[0.004,0.013]","[0.005,0.011]",0.095,I-L161,U5b2a1a1a,
I14095.AG,England_Anglian,"Hollow Banks (England, Scorton)",United Kingdom,54.3955,-1.614,1466.0,36.0,"420-545 calCE (1590±25 BP, PSUAMS-6788)",3.99581276,768708.0,F,Pass,n/a (female),n/a (female),0.065,n/a (female),U5b1e1,
I14096.AG,England_LIA,"Tancred Quarry (England, Scorton)",United Kingdom,54.395501,-1.614,1973.0,34.0,"101 calBCE - 59 calCE (2035±22 BP) [R_combine: (2056±30 BP, SUERC-95019), (2013±31 BP, SUERC-52144)]",0.66022793,421727.0,M,Pass,"[0,0.01]","[0.001,0.01]",0.129,R-L21,H4a1a2a,
I14097.AG,England_LIA,"Tancred Quarry (England, Scorton)",United Kingdom,54.395501,-1.614,2002.0,52.0,"162 calBCE - 26 calCE (2051±32 BP, SUERC-56654)",0.91475345,531487.0,M,Pass,"[0.006,0.022]","[0.004,0.012]",0.161,R-L2,H66a1,
I14099.AG,England_LIA_MIA_Arras,"Pocklington (England, East Yorkshire)",United Kingdom,53.919396,-0.766635,2175.0,101.0,400-50 BCE,3.02180441,752532.0,F,Pass,n/a (female),n/a (female),0.093,n/a (female),H2a3b,
I14100.AG,England_EastYorkshire_LIA_MIA_Arras,"Pocklington (England, East Yorkshire)",United Kingdom,53.919396,-0.766635,2302.0,58.0,"409-229 calBCE (2302±29 BP, SUERC-78040)",3.07827477,732797.0,M,Pass,"[0.004,0.009]","[0.004,0.007]",0.11,R-L21,J1c9,
I14101.AG,England_LIA_MIA_Arras,"Pocklington (England, East Yorkshire)",United Kingdom,53.919396,-0.766635,2175.0,101.0,400-50 BCE,2.76213391,760184.0,F,Pass,n/a (female),n/a (female),0.098,n/a (female),H2a3b,
I14102.AG,England_LIA_MIA_Arras,"Pocklington (England, East Yorkshire)",United Kingdom,53.919396,-0.766635,2175.0,101.0,400-50 BCE,3.45445531,770209.0,M,Pass,"[0.001,0.005]","[0.002,0.004]",0.089,R-L21,K1c1a,
I14103.AG,England_LIA_MIA_Arras,"Pocklington (England, East Yorkshire)",United Kingdom,53.919396,-0.766635,2175.0,101.0,400-50 BCE,0.45607006,363914.0,F,Pass,n/a (female),n/a (female),0.085,n/a (female),H53,
I14104.AG,England_LIA_MIA_Arras,"Pocklington (England, East Yorkshire)",United Kingdom,53.919396,-0.766635,2175.0,101.0,400-50 BCE,3.96022297,771183.0,M,Pass,"[0.001,0.004]","[0.001,0.003]",0.069,R-L21,H,
I14105.AG,England_LIA_MIA_Arras,"Pocklington (England, East Yorkshire)",United Kingdom,53.919396,-0.766635,2175.0,101.0,400-50 BCE,3.28729775,764961.0,M,Pass,"[0.003,0.008]","[0.002,0.005]",0.088,R-L151,H2a3b,
I14106.AG,England_LIA_MIA_Arras,"Pocklington (England, East Yorkshire)",United Kingdom,53.919396,-0.766635,2025.0,43.0,200 BCE - 50 CE,2.3753497,699932.0,F,Pass,n/a (female),n/a (female),0.118,n/a (female),K1c1a,
I14107.AG,England_LIA_MIA_Arras,"Pocklington (England, East Yorkshire)",United Kingdom,53.919396,-0.766635,2175.0,101.0,400-50 BCE,1.21264185,611693.0,M,Pass,"[0.001,0.008]","[0.001,0.005]",0.064,R-CTS6919,K1c1a,
I14108.AG,England_LIA_MIA_Arras,"Pocklington (England, East Yorkshire)",United Kingdom,53.919396,-0.766635,2025.0,43.0,200 BCE - 50 CE,3.37197418,774305.0,F,Pass,n/a (female),n/a (female),0.107,n/a (female),V2a,
I14119.AG,Romania_Brailita_EBA_Yamnaya,"Brăiliţa (Brăila, Vidin)",Romania,45.301785,27.966771,4885.0,38.0,"3011-2890 calBCE (4320±25 BP, PSUAMS-7924)",1.69114553,726734.0,M,Pass,"[0,0.004]","[0.002,0.006]",0.158,I-Y5669,U5a1a1,
I14147.AG,Hungary_LN_Lengyel,"Aszód-Papiföldek (Pest County, Aszód)",Hungary,47.671155,19.476136,6550.0,173.0,4900-4300 BCE,2.8850152,807894.0,F,Pass,n/a (female),n/a (female),0.118,n/a (female),HV0a,
I14148.AG,Hungary_LN_Lengyel,"Aszód-Papiföldek (Pest County, Aszód)",Hungary,47.671155,19.476136,6550.0,173.0,4900-4300 BCE,0.69926623,503651.0,F,Pass,n/a (female),n/a (female),0.152,n/a (female),K2a,
I14149.AG,Hungary_LN_Lengyel,"Aszód-Papiföldek (Pest County, Aszód)",Hungary,47.671155,19.476136,6550.0,173.0,4900-4300 BCE,3.16127039,782182.0,F,Pass,n/a (female),n/a (female),0.123,n/a (female),J1c2,
I14150.AG,Hungary_LN_Lengyel,"Aszód-Papiföldek (Pest County, Aszód)",Hungary,47.671155,19.476136,6550.0,173.0,4900-4300 BCE,0.06531327,68481.0,F,Pass,n/a (female),n/a (female),0.196,n/a (female),H5b,low_power
I14151.AG,Hungary_LN_Lengyel,"Aszód-Papiföldek (Pest County, Aszód)",Hungary,47.671155,19.476136,6550.0,173.0,4900-4300 BCE,2.69768016,802013.0,F,Pass,n/a (female),n/a (female),0.1,n/a (female),X2d,
I14152.AG,Hungary_LN_Lengyel,"Aszód-Papiföldek (Pest County, Aszód)",Hungary,47.671155,19.476136,6550.0,173.0,4900-4300 BCE,2.76878934,786869.0,F,Pass,n/a (female),n/a (female),0.133,n/a (female),T2b23,
I14153.AG,Hungary_LN_Lengyel,"Aszód-Papiföldek (Pest County, Aszód)",Hungary,47.671155,19.476136,6550.0,173.0,4900-4300 BCE,1.88053508,742085.0,F,Pass,n/a (female),n/a (female),0.13,n/a (female),J1c2,
I14154.AG,Hungary_LN_Lengyel,"Aszód-Papiföldek (Pest County, Aszód)",Hungary,47.671155,19.476136,6550.0,173.0,4900-4300 BCE,2.61676512,768891.0,F,Pass,n/a (female),n/a (female),0.104,n/a (female),X2d,
I14155.AG,Hungary_LN_Lengyel,"Aszód-Papiföldek (Pest County, Aszód)",Hungary,47.671155,19.476136,6550.0,173.0,4900-4300 BCE,0.0304622,32611.0,F,Pass,n/a (female),n/a (female),0.23,n/a (female),J1c,low_power
I14156.AG,Hungary_LN_Lengyel,"Aszód-Papiföldek (Pest County, Aszód)",Hungary,47.671155,19.476136,6550.0,173.0,4900-4300 BCE,2.32758493,764518.0,F,Pass,n/a (female),n/a (female),0.116,n/a (female),T2,
I14157.AG,Romania_C_Bodrogkeresztur,"Urziceni (Satu Mare County, Urziceni)",Romania,47.7467,22.395,5900.0,260.0,4400-3500 BCE,3.19508638,786389.0,F,Pass,n/a (female),n/a (female),0.11,n/a (female),H7b1,
I14159.AG,Romania_C_Bodrogkeresztur,"Urziceni (Satu Mare County, Urziceni)",Romania,47.7467,22.395,5900.0,260.0,4400-3500 BCE,3.29435992,820329.0,M,Pass,"[0.003,0.008]","[0.003,0.006]",0.105,G-Z6484,N1a1a1,
I14160.AG,Romania_C_Bodrogkeresztur,"Urziceni (Satu Mare County, Urziceni)",Romania,47.7467,22.395,5900.0,260.0,4400-3500 BCE,3.91637603,799847.0,F,Pass,n/a (female),n/a (female),0.117,n/a (female),K2a,
I14161.AG,Romania_C_Bodrogkeresztur,"Urziceni (Satu Mare County, Urziceni)",Romania,47.7467,22.395,5900.0,260.0,4400-3500 BCE,3.36589582,780875.0,M,Pass,"[0.002,0.005]","[0.002,0.005]",0.1,G-FTA40859,T2b,
I14162.AG,Romania_C_Bodrogkeresztur,"Urziceni (Satu Mare County, Urziceni)",Romania,47.7467,22.395,5900.0,260.0,4400-3500 BCE,2.81661407,792310.0,F,Pass,n/a (female),n/a (female),0.122,n/a (female),J1c1,
I14163.AG,Romania_C_Bodrogkeresztur,"Urziceni (Satu Mare County, Urziceni)",Romania,47.7467,22.395,5900.0,260.0,4400-3500 BCE,3.51439418,771925.0,M,Pass,"[0.001,0.004]","[0.001,0.004]",0.092,I-CTS616,W1,
I14164.AG,Romania_C_Bodrogkeresztur,"Urziceni (Satu Mare County, Urziceni)",Romania,47.7467,22.395,5900.0,260.0,4400-3500 BCE,1.65064803,727494.0,F,Pass,n/a (female),n/a (female),0.107,n/a (female),T2e,
I14165.AG,Romania_C_Bodrogkeresztur,"Urziceni (Satu Mare County, Urziceni)",Romania,47.7467,22.395,5900.0,260.0,4400-3500 BCE,3.86881376,813074.0,F,Pass,n/a (female),n/a (female),0.112,n/a (female),H+152,
I14166.AG,Romania_C_Bodrogkeresztur,"Urziceni (Satu Mare County, Urziceni)",Romania,47.7467,22.395,5900.0,260.0,4400-3500 BCE,3.48285431,774888.0,F,Pass,n/a (female),n/a (female),0.103,n/a (female),J2b1,
I14167.AG,Czechia_C_Baalberge,"Makotřasy (Central Bohemian Region, Kladno District)",Czechia,50.145766,14.221421,5850.0,231.0,4300-3500 BCE,2.0511707,764510.0,M,Pass,"[0,0.004]","[0.001,0.004]",0.101,I-Y3104,U5b3,
I14168.AG,Czechia_C_Baalberge-2,"Makotřasy (Central Bohemian Region, Kladno District)",Czechia,50.145766,14.221421,5850.0,231.0,4300-3500 BCE,2.85749657,736571.0,F,Pass,n/a (female),n/a (female),0.099,n/a (female),U5b2b3a,
I14169.AG,Czechia_C_Baalberge,"Makotřasy (Central Bohemian Region, Kladno District)",Czechia,50.145766,14.221421,5850.0,231.0,4300-3500 BCE,4.21101145,804250.0,M,Pass,"[0.001,0.004]","[0.001,0.003]",0.076,R-V88,N1a1a1a2,
I14170.AG,Czechia_C_Baalberge,"Makotřasy (Central Bohemian Region, Kladno District)",Czechia,50.145766,14.221421,5850.0,231.0,4300-3500 BCE,3.62074986,794916.0,M,Pass,"[0.003,0.007]","[0.004,0.007]",0.086,I-M423,H+16129,
I14171.AG,Czechia_C_Baalberge,"Makotřasy (Central Bohemian Region, Kladno District)",Czechia,50.145766,14.221421,5850.0,231.0,4300-3500 BCE,3.78584421,788613.0,F,Pass,n/a (female),n/a (female),0.085,n/a (female),H3,
I14172.AG,Czechia_C_Baalberge,"Makotřasy (Central Bohemian Region, Kladno District)",Czechia,50.145766,14.221421,5850.0,231.0,4300-3500 BCE,3.69531452,802569.0,F,Pass,n/a (female),n/a (female),0.087,n/a (female),U3a1,
