genetic_id,group_id,locality,country,lat,lon,continent,is_modern,date_bp,date_sd,full_date,coverage,snps_hit,mol_sex,assessment,angsd_contam,hapconx_contam,damage,y_hap,mt_hap,flags,alpha_Nea,alpha_SE,alpha_nSNP,D_Nea,D_Nea_SE,D_Nea_Z,D_Nea_nSNP,D_Den,D_Den_SE,D_Den_Z,D_Den_nSNP,high_conf,over
I1594.AG,Germany_BlatterhohleCave_MN,"Blätterhöhle Cave (Nordrhein-Westfalen, Arnsberg, Hagen-Kreisfreie Stadt)",Germany,51.358333,7.551111,Eurasia,False,5140.0,96.0,"3338-3024 calBCE (4465±30 BP, KIA-28846)",0.10838673,110791.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.104,R-V88,J1c1b1,low_power,0.021703,0.013905,48069,0.008278,0.010182,0.813,105475,-0.025057,0.012155,-2.061,57067,False,False
I1717.AG,Russia_Adygea_EN_ProtoMaikop,"Unakozovskaya (Adygea Republic of, Maykopsky District)",Russia,44.25056667,40.21921667,Eurasia,False,6450.0,58.0,4600-4400 BCE,2.13104458,746167.0,F,Pass,n/a (female),n/a (female),0.067,n/a (female),J1d6,,0.014628,0.005714,324412,0.010864,0.004614,2.355,712018,-0.009408,0.006706,-1.403,386678,True,False
I1752.AG,Chile_Conchali_700BP,Conchalí (Santiago),Chile,-33.366667,-70.666667,Americas,False,595.0,32.0,"1300-1410 calCE (650±24 BP, UGAMS-3241)",2.49967279,786020.0,M,Pass,"[0.001,0.005]","[0.003,0.006]",0.087,Q-M3,B2i2b,,0.019159,0.004869,342265,0.01924,0.004802,4.007,750090,0.007589,0.0067,1.133,406739,True,False
I1753.AG,Chile_LosRieles_5100BP,"Los Rieles (Coquimbo, Los Vilos)",Chile,-31.92,-71.5,Americas,False,5095.0,124.0,"3360-2930 calBCE [union of two dates: (4720±40 BP, Beta-254447), (4680±25 BP, UGAMS-4600)]",2.49830833,805391.0,M,Pass,"[0.009,0.016]","[0.009,0.014]",0.095,Q-M3,C1b,,0.020871,0.005395,351394,0.020477,0.005347,3.83,768914,-0.006802,0.006546,-1.039,413841,True,False
I1754.AG,Chile_Conchali_700BP,Conchalí (Santiago),Chile,-33.366667,-70.666667,Americas,False,825.0,49.0,"1040-1210 calCE (950±30 BP, Poz-83481)",3.42400266,842552.0,M,Pass,"[0.005,0.009]","[0.004,0.007]",0.084,Q-MPB013,D4h3a1a2,,0.018423,0.005698,367565,0.020027,0.005011,3.996,804433,0.002023,0.0086,0.235,432929,True,False
I1763.AG,Ukraine_Zaporizhia_EN,"Vasylivka-Zaporizhia (Zaporizhia Oblast, Vasylivka District, Vasylivska Municipality)",Ukraine,47.434167,35.276389,Eurasia,False,10081.0,99.0,"8282-7960 calBCE (8960±50 BP, Poz-81127)",3.84711017,828040.0,M,Pass,"[0.004,0.008]","[0.006,0.009]",0.128,I-FT344596,U5b2,,0.017021,0.005343,361402,0.014418,0.004869,2.961,790294,-0.004527,0.005405,-0.838,425638,True,False
I1767.AG,England_BellBeaker-ohighEEF,"Windmill Fields (England, Durham County, Stockton-on-Tees, Ingleby Barwick)",United Kingdom,54.522812,-1.308134,Eurasia,False,4045.0,58.0,"2202-1978 calBCE (3705±35 BP, OxA-8651)",1.97632794,728709.0,M,Pass,"[0.001,0.012]","[0.003,0.007]",0.074,I-Y3709,U5a1a1,,0.024283,0.005532,316974,0.020462,0.004515,4.532,695124,0.004163,0.00709,0.587,375880,True,False
I1770.AG,England_BellBeaker,"Staxton Beacon (England, North Yorkshire, Staxton)",United Kingdom,54.201949,-0.434355,Eurasia,False,3950.0,231.0,2400-1600 BCE,0.85762781,495188.0,F,Pass,n/a (female),n/a (female),0.119,n/a (female),U5b1d2,,0.008628,0.006504,213613,0.009082,0.006688,1.358,471493,-0.014718,0.006794,-2.166,254742,True,False
I1774.AG,England_EBA_C,"Neat's Court (England, Kent, Isle of Sheppey)",United Kingdom,51.423287,0.738864,Eurasia,False,3698.0,69.0,"1879-1627 calBCE (3437±36 BP, UBA-28373)",0.09840967,100320.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.088,R-M269,U4b1a2,low_power,0.016458,0.012698,42984,0.022231,0.009943,2.236,95353,-0.005207,0.013459,-0.387,50908,False,False
I1775.AG,Wales_EBA_C,"Great Orme (Wales, North Wales, Llandudno)",United Kingdom,53.33,-3.84,Eurasia,False,3563.0,50.0,"1731-1536 calBCE (3344±27 BP, OxA-14308)",0.54876117,416409.0,M,Pass,"[0.01,0.074]","[0.018,0.033]",0.081,R-L151,I3,,0.012664,0.007508,180251,0.006594,0.006299,1.047,396455,-0.0035,0.009172,-0.382,214313,False,False
I1784.AG,Turkmenistan_BA1-1,Gonur (Mary Region),Turkmenistan,38.21228,62.03443,Eurasia,False,4060.0,56.0,"2204-2027 calBCE (3720±30 BP, Poz-83485)",1.96827154,661408.0,M,Pass,"[0.003,0.009]","[0.003,0.008]",0.119,J-ZS6592,U7a2,,0.01881,0.005565,285586,0.012476,0.005159,2.418,630516,-0.007285,0.004856,-1.5,344368,True,False
Ukraine_HG1.AG,Ukraine_Mesolithic,"Vasylivka-Zaporizhia-3 (Zaporizhia Oblast, Vasylivka District, Vasylivska Municipality)",Ukraine,47.434168,35.276389,Eurasia,False,10658.0,94.0,"9107-8556 calBCE (9420±50 BP, Poz-81128)",3.8462324,811106.0,M,Pass,"[0.004,0.009]","[0.007,0.011]",0.156,R-M459,U5b2,,0.02636,0.006101,354572,0.018908,0.005176,3.653,774192,0.003584,0.006535,0.549,417873,True,False
I1821.AG,Russia_KrasnoyarskKrai_MLBA,"Potroshilovo-2 (Krasnoyarsk Krai, Minusinsky District, Potroshilovo Village)",Russia,53.873133,91.460467,Eurasia,False,3490.0,33.0,"1612-1501 calBCE (3275±20 BP, PSUAMS-2435)",0.53175062,425171.0,M,Pass,"[0,0.008]","[0,0.008]",0.086,R-BY29826,T1a1,,0.014658,0.007599,184700,0.009964,0.006079,1.639,405367,-0.005107,0.008966,-0.57,219361,False,False
I1828.AG,Russia_KrasnoyarskKrai_MLBA_Andronovo,"Ustye-Biri-4 (Krasnoyarsk Krai, Krasnoturansky District, Lebyazhye Village)",Russia,54.17931667,91.57886667,Eurasia,False,3484.0,33.0,"1612-1465 calBCE (3270±20 BP, PSUAMS-2960)",0.1301642,131460.0,F,Pass,n/a (female),n/a (female),0.068,n/a (female),K1a4b,low_power,0.038375,0.009903,57685,0.031145,0.008111,3.84,125266,-0.004876,0.010817,-0.451,68388,False,False
I1829.AG,Russia_Altai_Afanasievo,"Saldyar-1 (Altai Republic, Ongudaysky District)",Russia,50.5542389,86.5901361,Eurasia,False,4879.0,35.0,"3011-2890 calBCE (4320±21 BP) [R_combine: (4270±25 BP, PSUAMS-2109), (4409±34 BP, UBA-29307)]",0.33910897,302527.0,F,Pass,n/a (female),n/a (female),0.05,n/a (female),J2a2a,,0.018067,0.00696,131124,0.014481,0.005729,2.528,288228,-0.005729,0.009828,-0.583,156785,False,False
I1836.AG,Spain_MBA,"Cova del Gegant (Catalonia, Barcelona, Sitges)",Spain,41.223,1.77416,Eurasia,False,3527.0,45.0,"1684-1503 calBCE (3310±35 BP, Poz-83482)",0.34877577,294103.0,M,Questionable,"[0,0.043]","[0.015,0.037]",0.065,R-Y454442,U,questionable,0.023641,0.007416,126149,0.014193,0.006836,2.076,279903,-0.002467,0.009287,-0.266,150877,False,False
I1838.AG,Spain_C,"Las Yurdinas II (Basque Country, Álava, Peñacerrada-Urizaharra)",Spain,42.63,-2.7,Eurasia,False,5126.0,108.0,"3356-2936 calBCE (4470±50 BP, Poz-83429)",4.64306703,839950.0,F,Pass,n/a (female),n/a (female),0.072,n/a (female),J1c3,,0.02453,0.005111,365692,0.0145,0.004647,3.12,801553,-0.011618,0.00585,-1.986,433746,True,False
I1840.AG,Spain_MBA,"El Sotillo (Basque Country, Álava, Laguardia)",Spain,42.5731538,-2.621938,Eurasia,False,3475.0,42.0,"1613-1450 calBCE (3260±30 BP, Beta-299302)",1.09154218,666259.0,M,Pass,"[0.001,0.011]","[0.001,0.005]",0.048,R-BY3332,H3ap,,0.01998,0.006153,291470,0.018097,0.005927,3.054,636075,-0.001161,0.006498,-0.179,339945,True,False
I1843.AG,Spain_C,"Alto de la Huesera (Basque Country, Álava, Laguardia)",Spain,42.569508,-2.566083,Eurasia,False,4904.0,38.0,"3015-2901 calBCE (4340±22 BP) [R_combine: (4390±30 BP, Beta-301225), (4290±30 BP, Beta-301226)]",1.29823689,654483.0,F,Pass,n/a (female),n/a (female),0.048,n/a (female),U5b1+16189+@16192,,0.021588,0.006035,283517,0.017649,0.005098,3.462,624189,0.001065,0.006737,0.158,338717,True,False
I1851.AG,Russia_KrasnoyarskKrai_MLBA_Andronovo,"Ustye-Biri-4 (Krasnoyarsk Krai, Krasnoturansky District, Lebyazhye Village)",Russia,54.17931667,91.57886667,Eurasia,False,3463.0,30.0,"1607-1450 calBCE (3255±20 BP, PSUAMS-2436)",0.55125022,410799.0,M,Pass,"[0,0.025]","[0,0.008]",0.053,R-S23592,H2b,,0.033145,0.007005,176352,0.01926,0.005796,3.323,391073,-0.009595,0.008866,-1.082,217336,False,False
I1852.AG,Russia_KrasnoyarskKrai_MLBA_Andronovo,"Ustye-Biri-4 (Krasnoyarsk Krai, Krasnoturansky District, Lebyazhye Village)",Russia,54.17931667,91.57886667,Eurasia,False,3512.0,31.0,"1614-1511 calBCE (3295±20 BP, PSUAMS-2865)",0.40393208,337632.0,F,Pass,n/a (female),n/a (female),0.049,n/a (female),T2b34,,0.023659,0.007729,146108,0.021398,0.005101,4.195,321360,0.009925,0.008247,1.203,176627,False,False
I1853.AG,Russia_KrasnoyarskKrai_MLBA,"Potroshilovo-2 (Krasnoyarsk Krai, Minusinsky District, Potroshilovo Village)",Russia,53.873133,91.460467,Eurasia,False,3484.0,33.0,"1612-1465 calBCE (3270±20 BP, PSUAMS-2437)",0.12252844,122234.0,M,Questionable,n/a (<200 SNPs),"[0,0.014]",0.094,R-M459,H2b,low_power;questionable,0.02619,0.012204,53328,0.014381,0.009476,1.518,116277,-0.006264,0.01261,-0.497,64226,False,False
I1856.AG,Russia_KrasnoyarskKrai_MLBA,"Potroshilovo-2 (Krasnoyarsk Krai, Minusinsky District, Potroshilovo Village)",Russia,53.873133,91.460467,Eurasia,False,3540.0,42.0,"1686-1518 calBCE (3330±25 BP, PSUAMS-2067)",1.80241501,716314.0,M,Pass,"[0,0.005]","[0.001,0.005]",0.044,R-S23592,K1a+195,,0.027077,0.006596,309709,0.020514,0.005877,3.49,683252,-0.006073,0.007302,-0.832,376958,True,False
I1863.AG,Mexico_2750BP,"Coyote Cave (Coahuila, Torreón)",Mexico,25.42,-100.96,Americas,False,2750.0,115.0,1000-600 BCE,0.08937903,91525.0,M,Questionable,n/a (<200 SNPs),n/a (<2000 X SNPs),0.063,Q-L53,C5b,low_power;questionable,-0.002659,0.014984,39436,0.002407,0.010553,0.228,87011,-0.01956,0.017306,-1.13,46934,False,False
I1864.AG,Mexico_950BP,"Coyote Cave (Coahuila, Torreón)",Mexico,25.42,-100.96,Americas,False,942.0,24.0,"904-1038 calCE (1035±25 BP, PSUAMS-1359)",0.81240598,501416.0,M,Pass,"[0,0.009]","[0,0.004]",0.041,Q-CTS1002,C5b,,0.026835,0.00654,217060,0.027196,0.006187,4.396,477448,-0.004183,0.008154,-0.513,258928,True,False
I1867.AG,Mexico_700BP,"San Lorenzo Cave (Coahuila, Torreón)",Mexico,25.421,-100.961,Americas,False,682.0,13.0,"1229-1287 calCE (750±20 BP, PSUAMS-1360)",0.09969069,101871.0,F,Questionable,n/a (female),n/a (female),0.059,n/a (female),C5b,low_power;questionable,-0.003221,0.010403,43560,0.009849,0.009577,1.028,96768,0.004614,0.014454,0.319,51974,False,False
I1887.AG,Hungary_MN_Vinca,Versend-Gilencsa (Baranya County),Hungary,45.5853,18.30771,Eurasia,False,7150.0,115.0,5400-5000 BCE,0.45230172,385309.0,M,Pass,"[0,0.022]","[0,0.01]",0.159,H-P96,T2b,,0.01871,0.00704,168896,0.008166,0.005004,1.632,367706,-0.008875,0.008179,-1.085,192122,False,False
I1889.AG,Hungary_MN_Vinca,"Szederkény/Kukorica-dűlő (Baranya County, Bóly District)",Hungary,46.0526762,18.2659314,Eurasia,False,6943.0,71.0,"5205-4848 calBCE (6079±33 BP, MAMS-14808)",0.50381223,399142.0,M,Pass,"[0,0.023]","[0,0.009]",0.196,G-FT99363,K1a2,,0.019948,0.006819,175620,0.017043,0.005792,2.942,380678,0.002719,0.008962,0.303,200551,False,False
I1890.AG,Hungary_LN_Sopot,"Fajsz-Garadomb-Unknown-Site-1 (Bács-Kiskun, Kalocsai, Fajsz)",Hungary,46.41594,18.91974,Eurasia,False,6875.0,101.0,5100-4750 BCE,0.09872688,103415.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.127,I-L596,HV0a,low_power,0.022958,0.014484,45397,0.013052,0.011874,1.099,98746,-0.013512,0.01349,-1.002,52020,False,False
I1891.AG,Hungary_LN_Sopot,"Fajsz-Garadomb-Unknown-Site-1 (Bács-Kiskun, Kalocsai, Fajsz)",Hungary,46.41594,18.91974,Eurasia,False,6913.0,72.0,"5203-4841 calBCE (6060±40 BP, Poz-83633)",0.52774676,422002.0,F,Pass,n/a (female),n/a (female),0.084,n/a (female),H,,0.019205,0.00721,184346,0.01837,0.005395,3.405,403237,0.002205,0.007585,0.291,216120,False,False
I1892.AG,Hungary_Avar-2,"Bicske-Galagonyás (Fejér County, Bicske)",Hungary,47.48641,18.66366,Eurasia,False,1404.0,45.0,"435-605 calCE (1525±30 BP, Poz-82583)",0.90783035,599616.0,M,Pass,"[0,0.007]","[0,0.005]",0.057,E-CTS9320,H1m,,0.01337,0.005955,262575,0.007991,0.005626,1.42,573254,-0.004242,0.006843,-0.62,306616,True,False
I1896.AG,Hungary_MN_Vinca,"Szederkény/Kukorica-dűlő (Baranya County, Bóly District)",Hungary,46.0526762,18.2659314,Eurasia,False,7190.0,59.0,"5317-5074 calBCE (6264±34 BP, OxA-29050)",0.26474072,249796.0,M,Pass,n/a (<200 SNPs),"[0,0.005]",0.079,G-PF3346,K2a,,0.016849,0.008742,109569,0.018191,0.007002,2.598,238608,-0.011138,0.010061,-1.107,127428,False,False
I1899.AG,Hungary_LN_Lengyel,Veszprém-Jutasi-út (Veszprém County),Hungary,47.102645,17.912987,Eurasia,False,6550.0,173.0,4900-4300 BCE,0.37225055,326793.0,M,Pass,"[0,0.018]","[0,0.008]",0.106,C-Y83490,T2b,,0.023923,0.008185,142973,0.017956,0.006459,2.78,311821,0.015043,0.007492,2.008,168883,False,False
I1900.AG,Hungary_LN_Lengyel,Veszprém-Jutasi-út (Veszprém County),Hungary,47.102645,17.912987,Eurasia,False,6686.0,38.0,"4797-4619 calBCE (5861±26 BP, MAMS-14827)",0.05894638,62214.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.081,E-M78,W1+119,low_power,-0.007211,0.016977,27336,0.016599,0.011595,1.432,59379,0.012821,0.015391,0.833,31780,False,False
I1901.AG,Hungary_LN_Lengyel,Veszprém-Jutasi-út (Veszprém County),Hungary,47.102645,17.912987,Eurasia,False,6550.0,173.0,4900-4300 BCE,0.69068144,494679.0,M,Pass,"[0,0.019]","[0,0.006]",0.164,G-FGC55322,J1c2,,0.022272,0.006395,218884,0.009759,0.005639,1.731,472295,-0.005063,0.006864,-0.738,251382,True,False
I1903.AG,Hungary_LN_Lengyel,"Bátaszék-Lajvér (Tolna County, Szekszárd)",Hungary,46.20487,18.7004,Eurasia,False,6550.0,173.0,4900-4300 BCE,1.00216315,592275.0,M,Pass,"[0,0.01]","[0.002,0.008]",0.157,H-Z41291,T2,,0.012102,0.006319,258570,0.007661,0.005056,1.515,564875,0.002038,0.007541,0.27,301884,True,False
I1906.AG,Hungary_LN_Lengyel,"Csabdi-Télizöldes (Fejér County, Bicske)",Hungary,47.51062,18.61693,Eurasia,False,6550.0,173.0,4900-4300 BCE,0.57340834,453909.0,M,Pass,"[0,0]","[0.001,0.007]",0.102,H-P96,H,,0.015009,0.006703,199587,0.011289,0.005363,2.105,433538,0.001396,0.007776,0.179,229502,False,False
I1908.AG,Hungary_C_Balaton_Lasinja,"Pusztaszentegyházi-dűlő (Zala County, Keszthely)",Hungary,46.70991,17.23935,Eurasia,False,6050.0,115.0,4300-3900 BCE,0.80589916,554972.0,F,Pass,n/a (female),n/a (female),0.104,n/a (female),J2b1a,,0.019002,0.005653,243412,0.015498,0.004763,3.254,529975,-0.007288,0.006882,-1.059,284631,True,False
I1909.AG,Hungary_C_Balaton_Lasinja,"Lánycsók-Gata-Csatola (Baranya County, Bóly)",Hungary,45.993,18.58127,Eurasia,False,6086.0,59.0,"4239-4046 calBCE (5300±23 BP, MAMS-14132)",0.70400186,500936.0,F,Pass,n/a (female),n/a (female),0.129,n/a (female),T2,,0.017356,0.005974,220792,0.013257,0.005157,2.571,477994,-0.009987,0.006099,-1.637,256657,True,False
I1934.AG,Israel_MLBA,"Tel Shadud (Northern Disctrict, Yizre'el)",Israel,32.6606,35.2341,Eurasia,False,3200.0,87.0,1400-1100 BCE,0.03189445,33006.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.048,J1,I5a1,low_power,0.029881,0.021517,14486,0.003767,0.018305,0.206,31430,0.001153,0.024554,0.047,16899,False,False
I1955.AG,Iran_GanjDareh_Historic,"Ganj Dareh (Hamadan Province, Tuyserkan)",Iran,34.45,48.116,Eurasia,False,389.0,47.0,"1480-1640 calCE (330±30 BP, Beta-432801)",4.64458271,795647.0,F,Pass,n/a (female),n/a (female),0.068,n/a (female),U1a1a3,,0.017067,0.005607,345855,0.011978,0.005062,2.366,759213,-0.003728,0.007088,-0.526,414702,True,False
I1958.AG,Russia_Tyumen_EN_Mesolithic,"Mergen-7 (Tyumen Oblast, Ishimsky District)",Russia,56.036222,69.338861,Eurasia,False,6606.0,44.0,"4723-4550 calBCE (5805±25 BP, PSUAMS-2359)",0.03126524,33101.0,F,Pass,n/a (female),n/a (female),0.04,n/a (female),U,low_power,-0.001351,0.022572,14369,-0.014557,0.017733,-0.821,31516,-0.047596,0.024977,-1.906,17206,False,False
I1959.AG,Russia_Omsk_N,"Omskay (Omsk, Omskaya Stoyanka)",Russia,54.97,73.34,Eurasia,False,7440.0,54.0,"5612-5381 calBCE (6530±40 BP, Poz-82200)",7.52274693,836193.0,M,Pass,"[0.002,0.005]","[0.003,0.004]",0.063,Q-YP1669,T2d,,0.021162,0.005475,363758,0.018221,0.004266,4.272,798078,0.00254,0.006051,0.42,437204,True,False
I1960.AG,Russia_Tyumen_EN_Mesolithic,"Mergen-6 (Tyumen Oblast, Ishimsky District)",Russia,56.0362222,69.3388611,Eurasia,False,8110.0,52.0,"6239-6084 calBCE (7388±26 BP) [R_combine: (7330±40 BP, Poz-82198), (7355±40 BP, OxA-33489), (7317±62 BP, UBA-39946)]",5.83257998,817292.0,F,Pass,n/a (female),n/a (female),0.053,n/a (female),U2e3,,0.026636,0.005613,355467,0.021233,0.004562,4.655,780169,0.002137,0.005961,0.358,427343,True,False
I1965.AG,Russia_AltaiKrai_N,"Ust'-Isha (Altai Krai, Krasnogorsky District, Ust'-Isha Village)",Russia,52.163893,85.960425,Eurasia,False,5846.0,64.0,"4037-3797 calBCE (5120±40 BP, Poz-82206)",6.58653583,831576.0,M,Pass,"[0.004,0.008]","[0.007,0.009]",0.114,C-Y11990,Z1,,0.025641,0.005408,362576,0.025376,0.004875,5.206,793831,0.00303,0.005191,0.584,433456,True,False
I1972.AG,Spain_EN,"El Prado de Pancorbo (Castilla y León, Burgos, Pancorbo)",Spain,42.6282,-3.11649,Eurasia,False,6703.0,36.0,"4836-4687 calBCE (5880±30 BP, Beta-366569)",0.53494971,376549.0,F,Pass,n/a (female),n/a (female),0.128,n/a (female),K1a4a1,,0.028513,0.006882,162555,0.024568,0.005775,4.254,358147,0.000135,0.00817,0.016,194571,False,False
I1975.AG,Spain_C,"La Chabola de la Hechicera (Basque Country, Álava, Elvillar)",Spain,42.567556,-2.55352,Eurasia,False,4927.0,59.0,"3092-2893 calBCE (4350±40 BP, Beta-288937)",0.1080504,108584.0,M,Pass,..,n/a (<2000 X SNPs),0.066,I-Y6098,J1c,low_power,0.019512,0.01231,47661,0.012758,0.009309,1.371,103618,0.003942,0.012332,0.32,55988,False,False
I0166.AG,Germany_HalberstadtSonntagsfeld_N,"Halberstadt-Sonntagsfeld (Saxony-Anhalt, Harz)",Germany,51.895833,11.046667,Eurasia,False,6400.0,87.0,4600-4300 BCE,0.1204635,120415.0,F,Pass,n/a (female),n/a (female),,n/a (female),V1a,low_power,-0.015582,0.012845,51865,-0.001738,0.008822,-0.197,114599,-0.025108,0.011732,-2.14,62277,False,False
I2020.AG,Germany_HalberstadtSonntagsfeld_EN_LBK,"Halberstadt-Sonntagsfeld (Saxony-Anhalt, Harz)",Germany,51.895833,11.046667,Eurasia,False,7125.0,188.0,5500-4850 BCE,0.06330222,66478.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.117,G-PF3147,K1a2,low_power,0.0318,0.017812,28922,0.020355,0.012735,1.598,63400,0.01563,0.016539,0.945,34231,False,False
I2177.AG,Bulgaria_Smyadovo_EBA,"Smyadovo (Shumen Province, Smyadovo Municipality)",Bulgaria,43.057778,26.983611,Eurasia,False,5150.0,115.0,3400-3000 BCE,0.03292779,35906.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.066,I,..,low_power,0.006303,0.020935,15971,0.010897,0.015652,0.696,34381,-0.043676,0.024564,-1.778,18009,False,False
I2403.AG,Poland_GlobularAmphora,"Kierzkowo (Kuyavian-Pomeranian Province, Żnin County, Żnin)",Poland,52.849791,17.879081,Eurasia,False,4667.0,87.0,"2868-2577 calBCE (4120±30 BP, Beta-430712)",0.35393551,295619.0,M,Pass,"[0,0.002]","[0,0.007]",0.074,I-CTS4348,U5b2b1a1,,0.009965,0.006456,127391,0.007913,0.005495,1.44,281374,-0.01102,0.008651,-1.274,152935,False,False
I2417.AG,England_BellBeaker-olowEEF,"Amesbury Down (England, Wiltshire)",United Kingdom,51.168023,-1.77254,Eurasia,False,4225.0,101.0,2450-2100 BCE,2.12966795,824508.0,M,Pass,"[0.003,0.009]","[0.004,0.007]",0.105,R-L21,J1c,,0.016177,0.005537,361745,0.010956,0.004326,2.533,787624,-0.009484,0.005679,-1.67,419972,True,False
I2428.AG,Bulgaria_Smyadovo_C,"Smyadovo (Shumen Province, Smyadovo Municipality)",Bulgaria,43.057778,26.983611,Eurasia,False,6400.0,87.0,4600-4300 BCE,0.07227115,76847.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.112,G-L91,K1a+195,low_power,0.011606,0.01408,34509,0.010334,0.011581,0.892,73519,-0.006641,0.017836,-0.372,38771,False,False
I2458.AG,England_MBA-ohighEEF,"Amesbury Down (England, Wiltshire)",United Kingdom,51.168023,-1.77254,Eurasia,False,3331.0,51.0,"1495-1286 calBCE (3122±34 BP, SUERC-49182)",3.54302001,824362.0,F,Pass,n/a (female),n/a (female),0.095,n/a (female),U5b3,,0.023833,0.006116,359397,0.019212,0.005212,3.686,787112,-0.001978,0.005243,-0.377,424933,True,False
I2461.AG,England_EBA_C,"Porton (England, Wiltshire)",United Kingdom,51.129993,-1.689957,Eurasia,False,3975.0,72.0,2150-1900 BCE,2.79135246,784259.0,F,Pass,n/a (female),n/a (female),0.082,n/a (female),H5c,,0.026044,0.005504,341496,0.024875,0.005031,4.944,748480,0.010603,0.005614,1.888,404404,True,False
I2462.AG,England_Thanet_EBA_C-ohighEEF,"Thanet (England, Kent)",United Kingdom,51.3603,1.3405,Eurasia,False,3942.0,59.0,"2131-1890 calBCE (3625±35 BP, SUERC-40718)",3.02863105,829830.0,F,Pass,n/a (female),n/a (female),0.115,n/a (female),U5a1d2a,,0.018182,0.006097,362328,0.014679,0.005029,2.919,792258,-0.004385,0.00693,-0.633,427781,True,False
I2464.AG,England_EBA_C,"Boscombe Airfield (England, Wiltshire)",United Kingdom,51.15,-1.75,Eurasia,False,3615.0,49.0,"1746-1544 calBCE (3379±30 BP, NZA-28700)",0.05113767,54007.0,M,Pass,n/a (<200 SNPs),n/a (<2000 X SNPs),0.072,R-L51,I2,low_power,0.019254,0.01742,23228,0.01533,0.01427,1.074,51277,-0.021084,0.017924,-1.176,27724,False,False
I2477.AG,Italy_EmiliaRomagna_BellBeaker2-2,"Via Guidorossi (Emilia-Romagna, Parma)",Italy,44.782419,10.29762,Eurasia,False,4000.0,87.0,2200-1900 BCE,2.55067923,796921.0,F,Pass,n/a (female),n/a (female),0.133,n/a (female),T2b3+151,,0.019085,0.006125,348151,0.011709,0.005773,2.028,760578,-0.00873,0.005542,-1.575,410601,True,False
I2509.AG,Bulgaria_Dzhulyunitsa_C,"Dzhulyunitsa (Veliko Tarnovo Province, Lyaskovets Municipality)",Bulgaria,43.16089,25.88341,Eurasia,False,6350.0,30.0,"4449-4352 calBCE (5565±25 BP, PSUAMS-1812)",10.3740469,870665.0,F,Questionable,n/a (female),n/a (female),0.128,n/a (female),K1a2,questionable,0.016515,0.004825,379838,0.017409,0.00469,3.712,831243,-0.004744,0.005245,-0.904,453183,False,False
I2510.AG,Bulgaria_Dzhulyunitsa_EBA-1,"Dzhulyunitsa (Veliko Tarnovo Province, Lyaskovets Municipality)",Bulgaria,43.16089,25.88341,Eurasia,False,4794.0,57.0,"2907-2704 calBCE (4235±25 BP, PSUAMS-1815)",7.3435604,816094.0,M,Pass,"[0.003,0.006]","[0.004,0.006]",0.103,G-Z42565,H4a1,,0.015775,0.00563,354735,0.012995,0.005239,2.481,778856,-0.009589,0.006826,-1.405,427213,True,False
I2513.AG,Iran_TepeHissar_C,"Tepe Hissar (Semnan Province, Damghan)",Iran,36.1544444,54.3836111,Eurasia,False,4564.0,85.0,"2847-2492 calBCE (4070±25 BP, PSUAMS-2229)",2.0222094,647150.0,F,Questionable,n/a (female),n/a (female),0.103,n/a (female),W3b,questionable,0.017993,0.005371,280459,0.010451,0.005105,2.047,616776,-0.00231,0.007205,-0.321,339949,False,False
I2514.AG,Iran_TepeHissar_C,"Tepe Hissar (Semnan Province, Damghan)",Iran,36.1544444,54.3836111,Eurasia,False,4347.0,48.0,"2471-2299 calBCE (3915±25 BP, PSUAMS-1918)",6.14813421,743523.0,M,Pass,"[0.003,0.007]","[0.003,0.005]",0.067,T-Y13280,W3b,,0.015234,0.005481,321750,0.010115,0.005093,1.986,709032,-0.006199,0.006115,-1.014,392333,True,False
I2519.AG,Bulgaria_Dzhulyunitsa_C,"Dzhulyunitsa (Veliko Tarnovo Province, Lyaskovets Municipality)",Bulgaria,43.16089,25.88341,Eurasia,False,6237.0,33.0,"4341-4245 calBCE (5425±25 BP, PSUAMS-1813)",5.31655889,775954.0,F,Questionable,n/a (female),n/a (female),0.132,n/a (female),U5b2a1a+16311,questionable,0.017757,0.005264,336857,0.012618,0.004075,3.097,740268,-0.009235,0.006385,-1.446,405999,False,False
