genetic_id,group_id,locality,country,lat,lon,continent,is_modern,date_bp,date_sd,full_date,coverage,snps_hit,mol_sex,assessment,angsd_contam,hapconx_contam,damage,y_hap,mt_hap,flags,alpha_Nea,alpha_SE,alpha_nSNP,D_Nea,D_Nea_SE,D_Nea_Z,D_Nea_nSNP,D_Den,D_Den_SE,D_Den_Z,D_Den_nSNP,high_conf,over
SHG002.AG,Mongolia_Sukhbaatar_LateMedieval,"Sharga-Uul (Sükhbaatar Province, Asgat District)",Mongolia,46.369478,113.489552,Eurasia,False,700.0,144.0,1000-1500 CE,1.2041483,704198.0,M,Pass,..,"[0,0.002]",,N-Y10755,D4o1,,0.025873,0.005813,308274,0.021499,0.005373,4.002,672063,0.005353,0.006519,0.821,359836,True,False
SHG003.AG,Mongolia_Sukhbaatar_LateMedieval,"Sharga-Uul (Sükhbaatar Province, Asgat District)",Mongolia,46.369478,113.489552,Eurasia,False,700.0,144.0,1000-1500 CE,2.77928873,759270.0,M,Pass,..,"[0.002,0.004]",,C-SK1072,G2a2a,,0.027454,0.00557,331214,0.02121,0.005303,4.0,724013,-0.003579,0.007472,-0.479,398731,True,False
SHR001.AG,Mongolia_Sukhbaatar_LateMedieval,"Shar-Khad (Sükhbaatar Province, Mönkhkhaan District)",Mongolia,46.971491,112.054477,Eurasia,False,700.0,144.0,1000-1500 CE,4.12570407,1021632.0,M,Pass,..,"[0.002,0.004]",,O-F3039,R11a,,0.028819,0.005441,449793,0.020084,0.005418,3.707,975838,0.000847,0.005638,0.15,510939,True,False
SHT001.AG,Mongolia_Bayankhongor_EBA,"Shatar-Chuluu (Bayankhongor Province, Erdenetsogt District)",Mongolia,46.305618,100.761389,Eurasia,False,5075.0,130.0,3350-2900 BCE,3.26208046,585645.0,M,Pass,..,"[0.007,0.012]",,R-L51,N1a1a1a1,,0.016073,0.006723,254130,0.015578,0.005156,3.021,557827,-0.001845,0.008326,-0.222,307569,True,False
SHU002.AG,Mongolia_Ovorkhangai_LateMedieval,"Shunkhlai-Mountain (Övörkhangai Province, Khujirt District)",Mongolia,46.9109639,102.770833,Eurasia,False,726.0,26.0,"1175-1267 calCE (831±23 BP, MAMS-41125)",4.41377878,919724.0,M,Pass,..,"[0.002,0.005]",,R-YP1548,D4b2b,,0.017099,0.004699,402316,0.011046,0.005101,2.166,878558,-0.013594,0.006705,-2.027,478228,True,False
SKT001.AG,Mongolia_Khovsgol_XiongnuPeriod-1,"Salkhityn-Am (Khövsgöl Province, Rashaant District)",Mongolia,49.162275,101.424353,Eurasia,False,2051.0,57.0,200-1 BCE,1.0549234,668561.0,F,Pass,n/a (female),n/a (female),,n/a (female),U5a1i,,0.031712,0.006866,293355,0.018365,0.005379,3.414,638121,-0.00505,0.006399,-0.789,346985,True,False
SKT002.AG,Mongolia_Khovsgol_XiongnuPeriod_LateMedieval-2,"Salkhityn-Am (Khövsgöl Province, Rashaant District)",Mongolia,49.162275,101.424353,Eurasia,False,2103.0,58.0,"340-57 calBCE (2130±15 BP, GrM-13034)",1.8313624,796433.0,M,Pass,..,"[0.003,0.007]",,R-Y32792,G2a1e,,0.023175,0.005717,348139,0.018102,0.005122,3.534,760280,-0.001262,0.005421,-0.233,416311,True,False
SKT003.AG,Mongolia_Khovsgol_XiongnuPeriod-1,"Salkhityn-Am (Khövsgöl Province, Rashaant District)",Mongolia,49.162275,101.424353,Eurasia,False,2051.0,57.0,200-1 BCE,0.53922125,436662.0,F,Pass,n/a (female),n/a (female),,n/a (female),I1a,,0.024956,0.007368,191199,0.016442,0.00626,2.627,416442,0.003842,0.00801,0.48,226570,False,False
SKT004.AG,Mongolia_Khovsgol_XiongnuPeriod-2,"Salkhityn-Am (Khövsgöl Province, Rashaant District)",Mongolia,49.162275,101.424353,Eurasia,False,2051.0,57.0,200-1 BCE,2.61823648,885847.0,F,Pass,n/a (female),n/a (female),,n/a (female),U2e1a1,,0.02208,0.00651,387354,0.018491,0.006033,3.065,846252,0.001313,0.006583,0.199,459194,True,False
SKT005.AG,Mongolia_Khovsgol_XiongnuPeriod-2,"Salkhityn-Am (Khövsgöl Province, Rashaant District)",Mongolia,49.162275,101.424353,Eurasia,False,2051.0,57.0,200-1 BCE,0.34825084,311396.0,M,Pass,..,"[0.004,0.021]",,R-PH155,F1b1f,,0.006478,0.008814,135870,0.014613,0.005923,2.467,297083,-0.01075,0.008612,-1.248,163070,False,False
SKT006.AG,Mongolia_Khovsgol_XiongnuPeriod-2,"Salkhityn-Am (Khövsgöl Province, Rashaant District)",Mongolia,49.162275,101.424353,Eurasia,False,2048.0,34.0,"162-47 calBCE (2088±16 BP, GrM-13035)",0.32071831,291896.0,M,Pass,..,"[0,0.002]",,R-PH155,G2a1e,,0.023278,0.009223,127496,0.018127,0.006878,2.635,278411,0.001596,0.008313,0.192,152098,False,False
SKT007.AG,Mongolia_Khovsgol_XiongnuPeriod-2,"Salkhityn-Am (Khövsgöl Province, Rashaant District)",Mongolia,49.162275,101.424353,Eurasia,False,2051.0,57.0,200-1 BCE,2.51558743,896593.0,M,Pass,..,"[0.007,0.012]",,Q-BZ181,C4,,0.024441,0.005529,392630,0.018482,0.005688,3.249,856323,-0.001696,0.006825,-0.249,460865,True,False
SKT008.AG,Mongolia_Khovsgol_XiongnuPeriod-1,"Salkhityn-Am (Khövsgöl Province, Rashaant District)",Mongolia,49.162275,101.424353,Eurasia,False,2051.0,57.0,200-1 BCE,2.42838197,837863.0,M,Pass,..,"[0.001,0.004]",,Q-Y145452,H,,0.023216,0.005514,366784,0.016272,0.004616,3.526,799983,-0.003737,0.006172,-0.606,436623,True,False
SKT009.AG,Mongolia_Khovsgol_XiongnuPeriod-1,"Salkhityn-Am (Khövsgöl Province, Rashaant District)",Mongolia,49.162275,101.424353,Eurasia,False,2051.0,57.0,200-1 BCE,3.10164005,874012.0,M,Pass,..,"[0.003,0.006]",,R-YP1455,I1a,,0.019455,0.005714,383180,0.013721,0.004939,2.778,834486,0.002869,0.006338,0.453,454199,True,False
SKT010.AG,Mongolia_Khovsgol_XiongnuPeriod-1,"Salkhityn-Am (Khövsgöl Province, Rashaant District)",Mongolia,49.162275,101.424353,Eurasia,False,2176.0,83.0,356-57 calBCE (2160±30 BP),0.20313322,198890.0,F,Pass,n/a (female),n/a (female),,n/a (female),I1a,low_power,0.014827,0.009927,87245,0.00437,0.008944,0.489,189915,-0.018341,0.010611,-1.728,101331,False,False
SKT012.AG,Mongolia_Khovsgol_XiongnuPeriod-2,"Salkhityn-Am (Khövsgöl Province, Rashaant District)",Mongolia,49.162275,101.424353,Eurasia,False,2051.0,57.0,200-1 BCE,0.92592116,629659.0,M,Questionable,..,"[0.019,0.029]",,J-F3133,C4a1a4a,questionable,0.018049,0.006841,275481,0.013919,0.005742,2.424,600710,0.000728,0.006545,0.111,321326,False,False
SOL001.AG,Mongolia_Arkhangai_XiongnuPeriod,"Solbi-Uul (Arkhangai Province, Battsengel District)",Mongolia,47.742186,101.773072,Eurasia,False,2000.0,87.0,200 BCE - 100 CE,3.99826966,965356.0,F,Pass,n/a (female),n/a (female),,n/a (female),I4a,,0.02113,0.00422,423451,0.016373,0.003916,4.181,922375,-0.004222,0.005228,-0.808,499064,True,False
SON001.AG,Mongolia_Ulaanbaatar_XiongnuPeriod,"Songino-Khairkhan (Ulaanbaatar Province, Khan-Uul District)",Mongolia,47.787778,106.608583,Eurasia,False,2000.0,87.0,200 BCE - 100 CE,0.4228407,343055.0,M,Pass,..,"[0.002,0.015]",,N-Y3037,D4,,0.022937,0.009381,149467,0.018905,0.007432,2.544,326548,-0.012245,0.009869,-1.241,180361,False,False
TAH002.AG,Mongolia_Khovd_LateMedieval,"Takhiltyn-Khotgor-2 (Khovd Province, Mönkhkhairkhan District)",Mongolia,47.059974,91.842502,Eurasia,False,700.0,144.0,1000-1500 CE,2.8811669,906070.0,M,Pass,..,"[0,0.002]",,D-F19503,B4b1b,,0.014897,0.005183,397577,0.011527,0.004578,2.518,865064,-0.012925,0.006181,-2.091,462820,True,False
TAK001.AG,Mongolia_Khovd_XiongnuPeriod,"Takhiltyn-Khotgor-1 (Khovd Province, Mankhan District)",Mongolia,47.403058,92.104914,Eurasia,False,2000.0,87.0,200 BCE - 100 CE,1.4414999,703128.0,F,Pass,n/a (female),n/a (female),,n/a (female),G2a1,,0.015464,0.005281,307325,0.010698,0.00528,2.026,671176,-0.003971,0.006738,-0.589,367492,True,False
TAV001.AG,Mongolia_Sukhbaatar_XiongnuPeriod_LateMedieval,"Tavan-Tolgoi (Sükhbaatar Province, Ongon District)",Mongolia,45.357206,113.142056,Eurasia,False,1300.0,491.0,200 BCE - 1500 CE,0.71152377,476149.0,M,Pass,..,"[0,0.004]",,R-YP955,M9a,,0.021962,0.006539,206740,0.016647,0.00553,3.01,453657,-0.004585,0.007268,-0.631,250794,True,False
TAV005.AG,Mongolia_Sukhbaatar_XiongnuPeriod_LateMedieval,"Tavan-Tolgoi (Sükhbaatar Province, Ongon District)",Mongolia,45.357206,113.142056,Eurasia,False,1300.0,491.0,200 BCE - 1500 CE,1.33924976,741368.0,M,Pass,..,"[0.002,0.007]",,R-Y20747,D4j+16311,,0.023222,0.006011,325714,0.016307,0.005012,3.254,707740,-0.008941,0.006486,-1.378,380497,True,False
TAV006.AG,Mongolia_Sukhbaatar_XiongnuPeriod_LateMedieval,"Tavan-Tolgoi (Sükhbaatar Province, Ongon District)",Mongolia,45.357206,113.142056,Eurasia,False,1300.0,491.0,200 BCE - 1500 CE,0.07841034,82537.0,F,Pass,n/a (female),n/a (female),,n/a (female),HV2a2,low_power,0.04897,0.014648,36149,0.041211,0.009874,4.174,78589,-0.023319,0.016283,-1.432,42112,False,False
TAV011.AG,Mongolia_Sukhbaatar_XiongnuPeriod_LateMedieval,"Tavan-Tolgoi (Sükhbaatar Province, Ongon District)",Mongolia,45.357206,113.142056,Eurasia,False,1300.0,491.0,200 BCE - 1500 CE,2.90591402,912761.0,M,Questionable,..,"[0.019,0.025]",,R-YP3920,C4b1,questionable,0.021334,0.005772,402715,0.015429,0.005525,2.792,871488,0.00411,0.00644,0.638,461842,False,False
TEV002.AG,Mongolia_XiongnuPeriod,Tevsh Mountain (Övörkhangai Province),Mongolia,44.6542,102.0608,Eurasia,False,1950.0,115.0,200 BCE - 200 CE,2.44193357,877396.0,F,Pass,n/a (female),n/a (female),,n/a (female),C5b,,0.028137,0.005584,384482,0.019172,0.005079,3.775,837743,0.002195,0.006681,0.329,449067,True,False
TEV003.AG,Mongolia_XiongnuPeriod,Tevsh Mountain (Övörkhangai Province),Mongolia,44.6542,102.0608,Eurasia,False,1950.0,115.0,200 BCE - 200 CE,2.63323162,899030.0,M,Pass,..,"[0.003,0.006]",,C-Y10417,N9a1,,0.023816,0.005675,394739,0.020115,0.006022,3.34,858379,-0.002692,0.006219,-0.433,457569,True,False
TMI001.AG,Mongolia_Arkhangai_XiongnuPeriod-1,"Burkhan-Tolgoi (Arkhangai Province, Ögiinuur District, Tamiryn Ulaan Khoshuu)",Mongolia,47.799255,102.361242,Eurasia,False,1919.0,33.0,"40 calBCE - 109 calCE (1985±15 BP, GrM-12946)",0.34921987,298422.0,F,Pass,n/a (female),n/a (female),,n/a (female),J2b1a2a,,0.016163,0.006972,131449,0.011832,0.005848,2.023,284516,0.00545,0.009308,0.586,152846,False,False
TSA001.AG,Mongolia_Dornod_LateMedieval,"Tsagaan-Chuluut (Dornod Province, Gurvanzagal District)",Mongolia,49.14463,114.877124,Eurasia,False,700.0,144.0,1000-1500 CE,3.83103649,860908.0,M,Pass,..,"[0.002,0.005]",,C-BY197432,T1a1,,0.022051,0.005933,376471,0.015935,0.004731,3.368,821923,-0.010326,0.006475,-1.595,445891,True,False
TSA002.AG,Mongolia_Dornod_LateMedieval,"Tsagaan-Chuluut (Dornod Province, Gurvanzagal District)",Mongolia,49.14463,114.877124,Eurasia,False,700.0,144.0,1000-1500 CE,1.50360973,752188.0,M,Pass,..,"[0.003,0.008]",,C-Y23111,D4o2a,,0.020242,0.005259,327787,0.015441,0.005149,2.999,718018,-0.006695,0.005851,-1.144,392320,True,False
TSA003.AG,Mongolia_Dornod_LateMedieval,"Tsagaan-Chuluut (Dornod Province, Gurvanzagal District)",Mongolia,49.14463,114.877124,Eurasia,False,700.0,144.0,1000-1500 CE,0.47564788,399199.0,M,Pass,..,"[0,0.007]",,C-Y4464,D4j3,,0.01915,0.006665,174440,0.013707,0.005937,2.309,380747,0.002078,0.007992,0.26,204204,False,False
TSA004.AG,Mongolia_Dornod_LateMedieval-o,"Tsagaan-Chuluut (Dornod Province, Gurvanzagal District)",Mongolia,49.14463,114.877124,Eurasia,False,700.0,144.0,1000-1500 CE,3.23355805,944120.0,M,Pass,..,"[0.001,0.003]",,D-Y208469,D4a1,,0.022693,0.006511,413883,0.019845,0.00525,3.78,901548,0.001961,0.005514,0.356,482974,True,False
TSA006.AG,Mongolia_Dornod_LateMedieval,"Tsagaan-Chuluut (Dornod Province, Gurvanzagal District)",Mongolia,49.14463,114.877124,Eurasia,False,700.0,144.0,1000-1500 CE,2.89458205,976621.0,F,Pass,n/a (female),n/a (female),,n/a (female),F1b1f,,0.019705,0.005218,429816,0.016699,0.004561,3.661,932930,-0.005341,0.006905,-0.774,491073,True,False
TSA007.AG,Mongolia_Dornod_LateMedieval,"Tsagaan-Chuluut (Dornod Province, Gurvanzagal District)",Mongolia,49.14463,114.877124,Eurasia,False,700.0,144.0,1000-1500 CE,0.33053547,286970.0,F,Pass,n/a (female),n/a (female),,n/a (female),M8a2'3,,0.022375,0.00793,124347,0.01517,0.007011,2.164,273502,0.011432,0.009939,1.15,151329,False,False
TSB001.AG,Mongolia_Arkhangai_EarlyMedieval,"Shiveet-Tolgoi (Arkhangai Province, Khotont District, Tsaidam Bag)",Mongolia,47.110781,102.078841,Eurasia,False,1231.0,38.0,"660-775 calCE (1307±23 BP, MAMS-41130)",1.20185827,568127.0,M,Pass,..,"[0.001,0.007]",,J-L25,H14b,,0.019694,0.006488,247577,0.016805,0.004598,3.655,541217,-0.003791,0.006261,-0.605,301965,True,False
TSI001.AG,Mongolia_Arkhangai_LBA_EIA-o,"Shiveet-Tolgoi (Arkhangai Province, Khotont District, Tsaidam Bag)",Mongolia,47.110781,102.078841,Eurasia,False,2797.0,30.0,"900-806 calBCE (2693±25 BP, MAMS-41126)",0.24722871,219281.0,F,Pass,n/a (female),n/a (female),,n/a (female),F1b1f,,0.003838,0.009946,96084,0.000353,0.00726,0.049,209146,-0.016166,0.011771,-1.373,111857,False,False
TUH001.AG,Mongolia_Arkhangai_XiongnuPeriod_EarlyMedieval-3,"Burkhan-Tolgoi (Arkhangai Province, Ögiinuur District, Tamiryn Ulaan Khoshuu)",Mongolia,47.799255,102.361242,Eurasia,False,1800.0,173.0,150 BCE - 450 CE,1.91874863,853348.0,M,Pass,..,"[0.002,0.005]",,C-M48,B5a2a1a,,0.023951,0.006631,373977,0.013428,0.005902,2.275,814826,-0.010819,0.006171,-1.753,438601,True,False
TUH002.AG,Mongolia_Arkhangai_XiongnuPeriod_EarlyMedieval-3,"Burkhan-Tolgoi (Arkhangai Province, Ögiinuur District, Tamiryn Ulaan Khoshuu)",Mongolia,47.799255,102.361242,Eurasia,False,1800.0,173.0,150 BCE - 450 CE,3.3598079,922718.0,M,Pass,..,"[0.001,0.003]",,J-Y164552,B5a2a1a,,0.020978,0.00612,403953,0.018743,0.005588,3.354,881324,-0.006847,0.00644,-1.063,478625,True,False
TUK001.AG,Mongolia_Arkhangai_XiongnuPeriod_EarlyMedieval-3,"Burkhan-Tolgoi (Arkhangai Province, Ögiinuur District, Tamiryn Ulaan Khoshuu)",Mongolia,47.799255,102.361242,Eurasia,False,1623.0,45.0,"250-406 calCE (1728±23 BP, MAMS-41121)",2.18118889,883681.0,F,Pass,n/a (female),n/a (female),,n/a (female),H2a2b,,0.018098,0.0051,387075,0.012853,0.004143,3.103,844172,-0.004765,0.005344,-0.892,453244,True,False
TUK002.AG,Mongolia_Arkhangai_XiongnuPeriod_EarlyMedieval-3,"Burkhan-Tolgoi (Arkhangai Province, Ögiinuur District, Tamiryn Ulaan Khoshuu)",Mongolia,47.799255,102.361242,Eurasia,False,1800.0,173.0,150 BCE - 450 CE,3.4680634,964929.0,M,Pass,..,"[0.002,0.004]",,O-Y16154,B5b2a2,,0.023279,0.005391,423196,0.018491,0.005389,3.431,921646,-0.009393,0.005067,-1.854,487946,True,False
TUK003.AG,Mongolia_Arkhangai_XiongnuPeriod_EarlyMedieval-3,"Burkhan-Tolgoi (Arkhangai Province, Ögiinuur District, Tamiryn Ulaan Khoshuu)",Mongolia,47.799255,102.361242,Eurasia,False,1800.0,173.0,150 BCE - 450 CE,3.53267185,1030501.0,F,Pass,n/a (female),n/a (female),,n/a (female),J1d5,,0.021242,0.005414,453842,0.01628,0.004783,3.404,984513,0.0035,0.006386,0.548,512241,True,False
TUM001.AG,Mongolia_Tov_EarlyMedieval,"Shoroon-Bumbagar (Töv Province, Lün District)",Mongolia,47.955114,104.642344,Eurasia,False,1250.0,115.0,500-900 CE,2.37441283,897813.0,M,Pass,..,"[0.001,0.003]",,N-Y23741,F1c1a1,,0.023242,0.005247,393271,0.016202,0.004432,3.656,857586,-0.00299,0.006707,-0.446,461296,True,False
UGO001.AG,Mongolia_Dornod_LateMedieval,"Ugoomor (Dornod Province, Khölonbuir District)",Mongolia,47.9022222,112.936667,Eurasia,False,700.0,144.0,1000-1500 CE,0.2996309,262485.0,F,Pass,n/a (female),n/a (female),,n/a (female),K2a5b,,0.016103,0.007503,113234,0.018968,0.004905,3.867,249395,-0.010697,0.00972,-1.101,135524,False,False
UGO002.AG,Mongolia_Dornod_LateMedieval-o,"Ugoomor (Dornod Province, Khölonbuir District)",Mongolia,47.9022222,112.936667,Eurasia,False,700.0,144.0,1000-1500 CE,1.55663679,740240.0,M,Pass,..,"[0.001,0.005]",,O-M1706,U5a1a1,,0.013457,0.006101,323775,0.011513,0.005245,2.195,706646,-0.00853,0.00623,-1.369,386415,True,False
UGU001.AG,Mongolia_Selenge_EarlyMedieval,"Uguumur-Uul (Selenge Province, Sant District)",Mongolia,49.248364,105.377512,Eurasia,False,1225.0,30.0,"676-819 calCE (1262±15 BP, GrM-12981)",1.49091939,741999.0,M,Pass,..,"[0.003,0.008]",,J-Y164969,D2,,0.018602,0.005052,325239,0.013415,0.005245,2.558,708581,-0.00559,0.00645,-0.867,386940,True,False
UGU002.AG,Mongolia_Selenge_XiongnuPeriod-1,"Uguumur-Uul (Selenge Province, Sant District)",Mongolia,49.248364,105.377512,Eurasia,False,1927.0,34.0,"41 calBCE - 106 calCE (1990±16 BP, GrM-12989)",0.07380508,71435.0,M,MERGE_PASS,..,n/a (<2000 X SNPs),,R-YP1505,B4a2b1,low_power,0.016493,0.018396,31365,0.004617,0.015275,0.302,68085,-0.02421,0.020802,-1.164,36348,False,False
UGU003.AG,Mongolia_Selenge_XiongnuPeriod_Medieval-1,"Uguumur-Uul (Selenge Province, Sant District)",Mongolia,49.248364,105.377512,Eurasia,False,1550.0,260.0,50 BCE - 850 CE,0.31024848,273580.0,F,Pass,n/a (female),n/a (female),,n/a (female),U3a,,0.018709,0.009323,120179,0.007905,0.007576,1.043,260772,-0.022856,0.009015,-2.535,139549,False,False
UGU002_alt1.AG,Mongolia_Selenge_XiongnuPeriod-1,"Uguumur-Uul (Selenge Province, Sant District)",Mongolia,49.248364,105.377512,Eurasia,False,1927.0,34.0,"41 calBCE - 106 calCE (1990±16 BP, GrM-12989)",0.04197407,41709.0,M,MERGE_PASS,..,n/a (<2000 X SNPs),,..,C4a1a4a,low_power,-0.020905,0.023277,18065,0.000607,0.01669,0.036,39839,-0.013405,0.019324,-0.694,21448,False,False
UGU005.AG,Mongolia_Selenge_XiongnuPeriod-2,"Uguumur-Uul (Selenge Province, Sant District)",Mongolia,49.248364,105.377512,Eurasia,False,1885.0,31.0,"17-121 calCE (1960±15 BP, GrM-12936)",2.96228183,933103.0,M,Pass,..,"[0.003,0.006]",,R-Z93,U4a1,,0.024468,0.005559,408450,0.020015,0.004777,4.19,891422,0.000961,0.006483,0.148,479333,True,False
UGU006.AG,Mongolia_Selenge_XiongnuPeriod_Medieval,"Uguumur-Uul (Selenge Province, Sant District)",Mongolia,49.248364,105.377512,Eurasia,False,1550.0,260.0,50 BCE - 850 CE,0.44941376,382940.0,M,Pass,..,"[0.002,0.012]",,J-Z2331,Z1a,,0.018235,0.008606,168355,0.010402,0.006418,1.621,365285,-0.010081,0.008331,-1.21,192567,False,False
UGU010.AG,Mongolia_Selenge_XiongnuPeriod-2,"Uguumur-Uul (Selenge Province, Sant District)",Mongolia,49.248364,105.377512,Eurasia,False,1939.0,32.0,"43 calBCE - 66 calCE (1998±15 BP, GrM-12933)",0.35977574,304644.0,M,Pass,..,"[0,0.012]",,R-Y206416,..,,0.021701,0.008099,134080,0.008895,0.006352,1.4,290440,-0.010682,0.010262,-1.041,160248,False,False
UGU011.AG,Mongolia_Selenge_XiongnuPeriod_Medieval,"Uguumur-Uul (Selenge Province, Sant District)",Mongolia,49.248364,105.377512,Eurasia,False,1550.0,260.0,50 BCE - 850 CE,0.31391688,278849.0,F,Pass,n/a (female),n/a (female),,n/a (female),HV6,,0.017761,0.007305,121966,0.014782,0.006309,2.343,265855,-0.002492,0.010717,-0.233,143088,False,False
ULA001.AG,Mongolia_Bulgan_LateMedieval,"Ulaan-Kherem-2 (Bulgan Province, Bayannuur District)",Mongolia,47.92896,104.52427,Eurasia,False,846.0,42.0,"1035-1172 calCE (928±23 BP, MAMS-41127)",2.04274842,831312.0,M,Pass,..,"[0,0.002]",,J-PH1795,Y1a,,0.020034,0.00538,364502,0.015405,0.005318,2.897,793760,-0.000965,0.007052,-0.137,424477,True,False
ULI002.AG,Mongolia_Khovd_EarlyMedieval,"Uliastai-River (Khovd Province, Üyench District, Uliastai River)",Mongolia,45.85636,91.931779,Eurasia,False,1248.0,42.0,"651-774 calCE (1331±23 BP, MAMS-41128)",0.19873045,185591.0,M,Pass,..,"[0,0.009]",,J-PH1795,B4c1a2a,low_power,0.0264,0.008793,82740,0.034096,0.00709,4.809,177156,0.008561,0.011527,0.743,94335,False,False
ULI003.AG,Mongolia_Khovd_MLBA,"Uliastai-River (Khovd Province, Üyench District, Uliastai River)",Mongolia,45.85636,91.931779,Eurasia,False,3046.0,51.0,"1203-1012 calBCE (2906±25 BP, MAMS-41129)",2.85255236,697796.0,F,Pass,n/a (female),n/a (female),,n/a (female),H6a1b2,,0.020022,0.005292,301604,0.014173,0.005003,2.833,665639,-0.001707,0.007271,-0.235,371442,True,False
ULN001.AG,Mongolia_Sukhbaatar_MLBA,"Ulaanzuukh (Sükhbaatar Province, Tüvshinshiree District)",Mongolia,46.77,111.6,Eurasia,False,3239.0,54.0,"1392-1207 calBCE (3028±25 BP, OxA-36231)",4.17085202,853730.0,M,Pass,..,"[0.002,0.004]",,Q-F1626,D5a2a1b,,0.022186,0.005941,372344,0.016118,0.00544,2.963,815172,-0.001182,0.006518,-0.181,447248,True,False
ULN003.AG,Mongolia_Sukhbaatar_MLBA,"Ulaanzuukh (Sükhbaatar Province, Tüvshinshiree District)",Mongolia,46.77,111.6,Eurasia,False,3289.0,43.0,"1416-1264 calBCE (3075±27 BP, OxA-36232)",4.42754157,976743.0,F,Pass,n/a (female),n/a (female),,n/a (female),C4a1a,,0.027346,0.005016,428417,0.020412,0.004957,4.118,933305,0.004345,0.005901,0.736,504768,True,False
ULN004.AG,Mongolia_Sukhbaatar_XiongnuPeriod,"Ulaanzuukh (Sükhbaatar Province, Tüvshinshiree District)",Mongolia,46.77,111.6,Eurasia,False,1952.0,42.0,"96 calBCE - 109 calCE (2016±30 BP, OxA-36458)",5.77930958,1014784.0,F,Pass,n/a (female),n/a (female),,n/a (female),C5a1,,0.023416,0.006419,445855,0.016223,0.005972,2.716,969498,-0.005486,0.00567,-0.968,518041,True,False
ULN005.AG,Mongolia_Sukhbaatar_MLBA,"Ulaanzuukh (Sükhbaatar Province, Tüvshinshiree District)",Mongolia,46.77,111.6,Eurasia,False,3429.0,39.0,"1602-1410 calBCE (3215±40 BP, OxA-36459)",0.05321043,55427.0,F,Pass,n/a (female),n/a (female),,n/a (female),D4,low_power,0.043013,0.01226,24473,0.038991,0.011602,3.361,52887,0.024978,0.020066,1.245,30034,False,False
ULN006.AG,Mongolia_Sukhbaatar_MLBA_XiongnuPeriod_LateMedieval,"Ulaanzuukh (Sükhbaatar Province, Tüvshinshiree District)",Mongolia,46.77,111.6,Eurasia,False,2100.0,866.0,1650 BCE - 1350 CE,0.94381035,572585.0,F,Pass,n/a (female),n/a (female),,n/a (female),C4,,0.020767,0.006819,249735,0.014293,0.005839,2.448,545915,-0.002501,0.008247,-0.303,300995,True,False
ULN007.AG,Mongolia_Sukhbaatar_MLBA_XiongnuPeriod_LateMedieval,"Ulaanzuukh (Sükhbaatar Province, Tüvshinshiree District)",Mongolia,46.77,111.6,Eurasia,False,2100.0,866.0,1650 BCE - 1350 CE,2.8573636,902651.0,M,Pass,..,"[0.002,0.005]",,Q-Y647,D4b1a2,,0.027231,0.006057,395864,0.022179,0.005524,4.015,862135,-0.001376,0.005919,-0.232,466398,True,False
ULN010.AG,Mongolia_Sukhbaatar_MLBA_XiongnuPeriod_LateMedieval,"Ulaanzuukh (Sükhbaatar Province, Tüvshinshiree District)",Mongolia,46.77,111.6,Eurasia,False,2100.0,866.0,1650 BCE - 1350 CE,4.3013204,907194.0,F,Pass,n/a (female),n/a (female),,n/a (female),D5a2a,,0.015965,0.006688,397475,0.014034,0.005169,2.715,866843,-0.001509,0.005546,-0.272,473173,True,False
ULN011.AG,Mongolia_Sukhbaatar_LateMedieval,"Ulaanzuukh (Sükhbaatar Province, Tüvshinshiree District)",Mongolia,46.77,111.6,Eurasia,False,719.0,23.0,"1176-1270 calCE (824±23 BP, MAMS-41120)",4.81824447,894368.0,M,Pass,..,"[0.002,0.003]",,O-F155,A2a3,,0.014611,0.004905,391312,0.011213,0.005214,2.151,854294,-0.01431,0.006832,-2.095,464725,True,False
ULN015.AG,Mongolia_Sukhbaatar_MLBA,"Ulaanzuukh (Sükhbaatar Province, Tüvshinshiree District)",Mongolia,46.77,111.6,Eurasia,False,3317.0,47.0,"1445-1282 calBCE (3110±31 BP, OxA-36460)",0.07218511,76246.0,F,Pass,n/a (female),n/a (female),,n/a (female),D5a2a1b,low_power,0.021607,0.015092,32911,0.011297,0.010806,1.045,72522,-0.006528,0.018156,-0.36,38853,False,False
UUS001.AG,Mongolia_Khovsgol_LateMedieval,"Uushigiin-Uver (Khövsgöl Province, Bürentogtokh District)",Mongolia,49.656,99.927,Eurasia,False,600.0,58.0,1250-1450 CE,0.74566828,535369.0,M,Questionable,..,"[0.025,0.039]",,J-Z2331,D5a2a,questionable,0.018722,0.006004,234515,0.015901,0.004644,3.424,510513,5.1e-05,0.007544,0.007,274258,False,False
UUS002.AG,Mongolia_Khovsgol_LateMedieval,"Uushigiin-Uver (Khövsgöl Province, Bürentogtokh District)",Mongolia,49.656,99.927,Eurasia,False,604.0,33.0,"1292-1396 calCE (634±23 BP, MAMS-41131)",2.62039354,944456.0,M,Pass,..,"[0.005,0.009]",,Q-MF1641,X2d1,,0.011487,0.005138,415535,0.010139,0.004094,2.477,902114,-0.006782,0.005898,-1.15,477978,True,False
